Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Estivel Iván Moreira Benítez,Sportivo Ameliano,"División Profesional, Paraguay",2026,883,Right Defensive Midfielder,Paraguay,27,15/04/99,0.41,0.41,0.1,0.07,1.32,31,38,1,,0.22,0,0.03,0.61,0,0.03,0.61,0,0,0,0.41,0.13,1.94,0.28,0.92,0.71,0.2,78,1.63,0,1.12,1.02,0.71,0.85,2.14,2.5,17.42,8.05,0,6.11,38.31,9.98,4.07,2.04,2.75,77,2.47,3.33,1.12,50,0.61,50,1.94,0,14.26,16.38,4.79,2.95,1.32,40.89,4.28,30,1.22,41,0.41,0,0,40.95,83,3.77,8,84,2.65,3.97,18,76,-6,46.86,5.4,0.39,0.44,34.02,95,5.47,7.95,0.61,0.61,0,0,1.32,1.94,0.1,0,0,0,0,17,70,13,26,69,5,20.82,17.87,1.02,108,-2.95,21.29,19.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,6,5.48,32,0.04,0.08,0.03,0.14,,0.29
Estiven Osmar Pérez Yegros,Club Rubio Nu,"División Profesional, Paraguay",2026,1669,Centre Forward,Paraguay,26,04/08/00,0.43,0.32,0.36,0.12,3.13,10,41,7,67,0.37,0,0.05,0.81,0,0.05,0.81,0,0,0,0.32,0.41,3.94,-0.09,0.54,0.32,0.22,60,0.81,0.05,0.86,1.73,0.11,0.07,0.7,0.58,17.42,6.36,0.01,3.88,65.36,3.29,2.32,0.59,0.7,55,0.51,0.57,1.08,18,0.49,52,5.12,0,15.75,13.23,3.67,3.78,0.92,67.71,13.11,83,3.4,90,0.11,0,0,17.75,61,0.81,9,75,0.92,0.86,34,55,-7,61.85,1.4,0.37,0.61,11.06,83,3.83,5.72,0.65,0.65,0,0.43,8.58,9.22,0.05,17,0.27,36,0.7,21,61,18,13,71,16,16,14.84,1.04,101,-1.16,16.56,15.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,38,8,3.43,21,0,0.05,0.01,0.05,,0.11
Estiven Villalba,Libertad,"División Profesional, Paraguay",2026,975,Right Back,Paraguay,18,03/06/08,0,0,0.06,0.08,0.74,0,38,1,,0.03,0,0.04,0.83,0,0.03,0.65,0,0.02,0.18,0,0.1,1.57,-0.1,1.57,1.02,0.55,65,0.46,0,1.11,1.02,0.92,0.94,2.12,2.35,11.17,4.89,0.01,5.35,34.35,9.88,3.79,1.2,2.12,72,1.05,1.99,0.55,67,0.46,29,0.37,0,9.42,9.94,3.69,1.57,0.55,39.16,2.95,31,0.92,59,0.18,0,0,33.33,68,3.79,10,50,3.14,6.55,11,62,-6,50.76,4.99,0.38,0.45,29.73,94,6.4,8.68,1.57,1.11,0.46,0.18,0.92,2.03,0,35,0.83,28,0.18,32,57,11,31,55,14,22.8,22.96,0.92,95,0.17,20.99,21.8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,9,5.21,36,0.13,0.11,0.02,-0.01,,0.25
F.Díaz,Club Nacional,"División Profesional, Paraguay",2026,957,Left Back,Paraguay,25,27/02/01,0,0,0.01,0.04,0.28,0,0,0,,0,0,0.03,0.47,0,0.03,0.47,0,0,0,0,0.04,0.75,-0.04,0.56,0.47,0.09,83,0.28,0,0.75,0.85,1.22,0.96,2.92,3.17,10.82,4.99,0.05,4.61,35.3,8.37,2.63,1.98,3.2,91,2.46,3.42,0.94,75,0.19,42,1.32,0,7.9,9.36,2.73,2.16,0.66,40.21,2.73,35,1.13,52,0.09,0,0,36.31,74,2.92,86,44,4.14,5.36,12,69,-5,48.32,4.8,0.24,0.28,28.69,95,4.58,7.15,0.66,0.38,0.28,0,0.56,0.94,0,43,0.38,22,0.09,35,56,9,29,61,11,20.79,22.18,0.9,90,1.39,18.71,19.94,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,9,4.22,29,0.1,0.06,0.13,-0.01,,0.27
Fabricio Domínguez,Cerro Porteño,"División Profesional, Paraguay",2026,1351,Right Back,Uruguay,28,23/06/98,0.07,0.07,0.05,0.09,0.53,13,25,1,,0,0.07,0.09,1.47,0.07,0.09,1.47,0,0,0,0.13,0.13,2,0,1.53,1,0.53,65,1.4,0,1.13,1.67,2,2.55,1.93,2.13,16.66,7.06,0.03,6.4,41.17,8.33,3.93,2.53,4.53,61,3.04,5.59,1.27,15,1.6,50,0.93,0,12.99,15.7,4.8,4,1.27,44.08,5.26,41,2.87,72,0.4,0,0,37.92,71,2.8,15,44,2.67,5.66,15,62,-9,53.36,5,0.41,0.49,33.38,94,4.77,10.6,1.8,1.67,0.13,0.07,1.73,3.4,0,56,1.13,45,0.13,26,65,9,22,70,8,20.79,16.78,0.89,103,-4,18.5,17.33,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,9,5.72,36,0.09,0.07,0.01,-0.03,,0.14
Fabrizio Baruja Alderete,Sportivo Trinidense,"División Profesional, Paraguay",2026,336,Right Midfielder,Paraguay,20,11/08/06,0,0,0.02,0.02,0.8,0,33,2,,0.02,0.27,0.05,1.07,0.27,0.04,0.8,0,0.01,0.27,0.27,0.07,1.88,0.2,0.8,0.27,0.54,33,1.07,0,1.34,1.07,1.34,0.43,1.34,0.93,28.41,14.21,0.02,8.04,39.23,8.58,5.09,2.95,4.29,69,2.09,2.52,3.48,50,1.34,50,0.8,0,21.98,14.85,7.24,5.09,1.88,42.27,7.51,34,3.22,63,1.07,0,0,24.66,64,1.88,24,32,2.14,5.09,19,57,-7,51.93,3.22,0.12,0.14,22.52,90,5.49,4.29,1.61,0.8,0.8,0,0,0.8,0,17,0.27,20,0,21,67,11,19,69,13,22.54,21.58,0.87,91,-0.96,19.52,19.71,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,9,7.05,50,0.01,0.04,0.03,-0.02,,0.06
Fabrizio Jesús Jara Ledesma,Club Nacional,"División Profesional, Paraguay",2026,2070,Right Defensive Midfielder,Paraguay,24,18/08/02,0,0,0.02,0.04,0.52,0,8,1,,0.01,0.09,0.09,1.17,0.09,0.09,1.17,0,0,0,0.09,0.11,1.7,-0.02,0.96,0.7,0.26,73,0.57,0,1.13,1,0.65,0.67,0.87,0.81,20.22,10,0.01,7.3,45.97,13.52,6.61,2.52,3.17,78,2.62,3.29,1.17,27,0.7,39,0.91,0,16.61,16.88,5.96,6.04,2.22,47.11,7.48,45,3.91,65,0.04,0,0,49.65,78,3.83,13,61,1.65,5.52,16,70,-7,49.4,5.91,0.48,0.52,38.22,95,4.43,10.56,0.87,0.83,0.04,0.26,0.83,1.65,0.09,30,0.26,30,0.3,23,67,10,24,70,6,20.98,18.94,0.97,98,-2.03,20.36,18.47,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,6.26,42,0.05,0.1,0.02,-0.02,,0.15
Fabrizio Peralta,Cerro Porteño,"División Profesional, Paraguay",2026,547,Centre Defensive Midfielder,Paraguay,24,01/08/02,0,0,0.09,0.08,1.15,0,14,0,,0,0.16,0.04,0.66,0.16,0.04,0.66,0,0,0,0.16,0.13,1.81,0.03,0.99,0.82,0.16,83,0.66,0,0.33,0.99,0.99,1.25,3.78,4.66,19.24,9.7,0.05,6.91,39.97,18.58,7.73,1.15,2.14,50,1.52,2.77,1.97,44,1.15,68,3.78,0,16.11,20.34,5.1,4.28,1.32,41.84,4.77,30,2.3,54,0.16,0,0,59.19,78,4.77,12,60,4.44,7.23,16,69,-9,47.23,7.23,0.7,0.76,41.27,98,4.17,10.69,0.33,0.33,0,0,1.15,1.48,0,50,0.33,67,0,25,67,8,34,58,8,20.74,16.3,0.94,105,-4.45,19.58,17.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,8,6.17,37,0.03,0.07,-0.1,-0.09,,-0.08
Facundo Echeguren,Deportivo Recoleta,"División Profesional, Paraguay",2026,1766,Right Back,Paraguay,23,23/10/03,0,0,0.02,0.21,0.1,0,50,0,,0.02,0,0.06,0.71,0,0.06,0.66,0,0,0.05,0,0.08,0.82,-0.08,1.12,0.76,0.36,68,0.41,0,1.27,1.33,0.87,0.95,2.09,1.97,18.71,9.48,0.02,6.93,33.74,6.32,1.99,2.8,3.67,76,3,3.95,1.22,64,0.87,45,1.38,0,14.68,15.04,5.25,2.91,1.27,37.4,4.13,28,1.58,54,0.25,0.05,0,27.32,74,1.53,12,51,2.6,2.5,14,60,-15,53.54,3.21,0.28,0.35,23.5,90,3.79,6.88,0.76,0.56,0.2,0.31,1.12,1.68,0,33,0.36,21,0.31,28,57,15,30,53,17,18.33,17.63,0.96,103,-0.7,17.63,18.23,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,11,3.91,31,0.07,0.02,0.02,0.01,,0.13
Facundo Wiechniak,Club Sportivo Luqueño,"División Profesional, Paraguay",2026,2296,Right Centre Back,Argentina,24,26/08/02,0,0,0.01,0.05,0.27,0,29,0,,0.01,0,0.01,0.12,0,0.01,0.12,0,0,0,0,0.02,0.39,-0.02,0.16,0.08,0.08,50,0.78,0,0.12,0.16,1.14,1.14,4.9,3.86,8.54,3.84,0.06,6.04,22.01,9.41,1.37,1.25,2.39,80,1.02,2.16,0.59,47,0.31,47,1.88,0.04,6.74,6.36,3.68,1.21,0.67,25.56,0.78,12,0.31,26,0.04,0,0,38.72,84,3.8,9,63,5.92,5.06,12,68,-16,34.72,1.53,0.17,0.17,30.02,99,5.17,1.61,0.12,0.12,0,0.04,0.55,0.67,0,0,0,0,0.04,21,76,3,44,56,0,24.31,25.19,0.97,98,0.88,23.5,24.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,7,2.78,20,0.01,0.05,0.02,-0.02,,0.07
Federico Alfredo Cristóforo Pepe,San Lorenzo,"División Profesional, Paraguay",2026,1432,Goalkeeper,Uruguay,37,18/09/89,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,100,0.13,0,0,0,0,0,0.06,0.05,0.19,0.06,0,6.79,3,2.77,0.06,0,0,0,0,0,0,33,0.13,,0,0,0.19,0.09,0.06,0,0,5.74,0,0,0,,0,0,0,15.84,61,6.54,5,40,1.95,14.52,10,48,-14,12.18,2.26,0.06,0.06,14.14,100,5.27,0.94,0,0,0,0,0,0,0,,0,,0,61,39,0,100,0,0,49.89,51.73,0.75,73,1.84,37.39,37.57,1.82,1.49,-0.33,56,64,-8,1.46,4.15,36,11.5,2.21,0.19,0.19,16.08,-1,37,3,1.37,10,0.1,0.07,-0.03,,-0.31,-0.17
Federico Carrizo,Libertad,"División Profesional, Paraguay",2026,1564,Centre Attacking Midfielder,Argentina,35,16/05/91,0.23,0.23,0.1,0.08,1.38,17,38,1,,0.23,0.17,0.15,1.84,0.12,0.1,1.32,0.06,0.05,0.52,0.4,0.26,3.22,0.15,0.81,0.4,0.4,50,1.32,0,1.15,1.84,0.81,1.21,0.69,0.86,13.06,6.96,0.01,5.01,49.46,8,3.74,0.86,1.67,65,1.03,2.25,0.58,42,0.46,45,0.29,0,11.68,14.16,3.68,2.65,0.81,52.37,7.02,60,2.19,83,0.12,0,0,53.35,81,5.18,16,58,1.84,7.83,16,88,7,53.28,7.71,0.48,0.56,48.23,95,5.03,13.93,2.01,1.44,0.58,0,0.63,2.07,0.17,6,0.17,19,0.06,22,67,11,30,62,7,21.11,18.42,0.93,98,-2.69,19.56,17.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,8,7.56,48,0.05,0.06,0.03,0.05,,0.19
Fernando Benitez,Club Sportivo Luqueño,"División Profesional, Paraguay",2026,893,Centre Defensive Midfielder,Paraguay,27,03/06/99,0,0,0,0.03,0.1,0,100,0,,0.02,0,0.02,0.3,0,0.02,0.3,0,0,0,0,0.02,0.4,-0.02,0.71,0.5,0.2,71,1.21,0,0.5,1.01,1.51,1.49,2.12,1.65,18.86,9.78,0.03,6.05,36.17,13.21,4.54,2.12,3.63,78,2.22,3.71,1.71,33,0.6,61,1.92,0,15.02,13.21,4.64,3.02,1.21,40.28,4.74,32,1.71,57,0.5,0,0,39.83,86,3.13,10,63,2.92,4.13,16,75,-10,45.82,3.93,0.23,0.25,28.94,95,5.07,5.65,0.2,0.2,0,0.2,0.71,0.91,0,0,0,0,0.2,23,71,6,32,63,5,20.3,18.52,0.95,96,-1.78,19.29,17.8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,3.48,27,0.04,0.05,0.06,0.01,,0.16
Fernando Cardozo,Olimpia,"División Profesional, Paraguay",2026,826,Right Midfielder,Paraguay,25,07/02/01,0.11,0.11,0.11,0.07,1.42,8,23,1,,0.05,0.22,0.06,0.87,0.22,0.06,0.76,0,0,0.11,0.33,0.16,2.29,0.16,2.83,1.31,1.53,46,0.54,0,1.85,3.16,1.09,1.17,1.42,1.93,17.54,8.5,0.02,4.9,49.17,8.5,4.03,1.63,2.72,71,1.78,2.95,1.96,44,0.65,56,1.96,0,13.95,16.07,3.92,3.16,0.98,52.57,7.95,57,2.51,79,0.33,0,0,41.73,75,3.49,25,56,2.62,5.01,18,61,-13,53.21,4.69,0.37,0.43,39.01,89,4.96,11.33,0.65,0.65,0,0.22,2.62,3.27,0,33,0.44,24,0.22,23,66,11,32,57,12,20.33,18.7,0.97,112,-1.63,19.64,20.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,7,5.13,30,0.04,0.08,0.03,-0.04,,0.1
Fernando Cáceres,Club 2 de Mayo,"División Profesional, Paraguay",2026,870,Centre Forward,Paraguay,30,30/07/96,0.62,0.62,0.34,0.14,2.48,25,46,6,,0.48,0,0.02,0.72,0,0.02,0.72,0,0,0,0.62,0.37,3.21,0.26,0.62,0.21,0.41,33,1.45,0,2.17,2.69,0.21,0.29,0.31,0.28,15.21,5.48,0.01,3.52,65.44,3.93,2.28,0.41,0.62,80,0.46,0.75,1.35,50,0.1,35,1.66,0,13.45,14.85,3.41,2.69,1.14,67.9,10.76,80,2.07,77,0.31,0,0,16.66,69,0.52,15,63,0.41,0.72,36,65,-4,59.94,1.76,0.2,0.47,16.66,73,4.05,6,0.31,0.31,0,0.31,5.69,6,0,33,0.1,33,0.62,18,61,21,17,60,22,14.32,12.37,1.06,102,-1.95,15.23,12.66,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,11,3.27,23,-0.03,0,0.02,0.14,,0.13
Fernando Fernández,Club Guaraní,"División Profesional, Paraguay",2026,919,Centre Forward,Paraguay,34,07/01/92,0.2,0.2,0.17,0.1,1.76,11,44,4,,0.24,0.1,0.08,1.27,0.1,0.08,1.27,0,0,0,0.29,0.25,3.03,0.04,0.1,0,0.1,0,0.98,0,0.49,1.17,0,0,0.69,0.57,16.64,7.44,0,3.72,58.74,4.5,2.94,0.78,0.78,57,0.72,0.72,0.49,0,0.59,26,0.78,0,15.37,14.19,3.33,2.45,0.78,61.61,10.87,71,1.96,80,0,0,0,19.97,73,1.66,14,55,1.27,2.45,22,65,-8,55.82,2.55,0.22,0.4,15.47,94,3.24,5.38,0.88,0.88,0,0.29,3.62,4.5,0.1,11,0.2,50,0.39,19,67,14,16,78,5,19.68,16.47,0.96,91,-3.22,18.95,15.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,8,3.75,31,-0.04,0.04,0.01,-0.02,,-0.01
Fernando Galeano,Deportivo Recoleta,"División Profesional, Paraguay",2026,534,Right Defensive Midfielder,Paraguay,27,05/05/99,0,0,0.01,0.01,1.18,0,14,2,,0,0,0.04,1.01,0,0.03,0.84,0,0.01,0.17,0,0.05,2.19,-0.05,0.84,0.84,0,100,2.53,0,1.18,0.84,0.17,0.13,1.86,1.73,16.19,9.61,0.01,6.24,40.11,12.82,5.23,2.02,2.19,57,1.65,1.78,1.18,27,1.52,50,1.18,0.17,12.99,10.21,4.72,3.04,1.35,43.09,4.05,31,2.02,67,0.17,0,0,33.9,72,2.53,8,44,2.02,5.57,16,56,-16,49.95,5.06,0.3,0.31,29.18,94,4.68,8.27,0.84,0.51,0.34,0.34,0.84,1.35,0,80,0.84,63,0.17,31,63,6,37,59,4,21.72,17.96,0.9,88,-3.75,19.45,15.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,7,4.57,33,0.03,0.08,0.04,-0.03,,0.12
Fernando Martínez Rojas,Club Rubio Nu,"División Profesional, Paraguay",2026,1810,Right Defensive Midfielder,Paraguay,32,12/05/94,0.05,0.05,0.05,0.11,0.45,11,22,1,,0.04,0.05,0.08,0.4,0.05,0.08,0.4,0,0,0,0.1,0.12,0.85,-0.02,0.45,0.3,0.15,67,1.14,0,0.75,0.75,0.85,0.57,3.08,2.16,18.75,9.75,0.05,6.27,39.3,11.34,4.97,1.74,2.59,81,1.2,1.77,1.44,67,0.4,50,1.29,0.05,15.57,11.45,4.43,3.88,0.94,43.96,5.37,35,2.19,56,0.15,0,0.05,36.9,79,4.13,23,72,3.78,5.02,21,78,-1,46.84,4.18,0.31,0.34,26.31,95,3.44,6.42,0.2,0.2,0,0.05,0.55,0.75,0.1,0,0,0,0.1,23,69,9,26,70,5,21.79,17.78,0.99,106,-4.01,21.67,18.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,7,3.28,25,0.01,0.07,0.02,-0.01,,0.09
Fernando Raúl Romero González,Sportivo Trinidense,"División Profesional, Paraguay",2026,1327,Right Centre Forward,Paraguay,26,23/04/00,0.47,0.34,0.45,0.17,2.64,13,41,6,100,0.46,0.07,0.1,0.88,0.07,0.1,0.88,0,0,0,0.41,0.55,3.53,-0.14,0.54,0.14,0.41,25,0.95,0,0.81,2.92,0.47,0.29,0.75,0.41,15.8,6.17,0,3.8,61.04,3.8,2.03,0.54,1.02,89,0.27,0.56,1.02,0,0.07,33,1.56,0,14.24,8.8,3.12,2.78,0.54,63.85,10.98,77,2.44,88,0,0,0,15.59,67,0.54,12,47,0.88,1.02,31,58,-8,63.28,1.22,0.39,0.75,14.51,83,4.23,6.31,0.47,0.47,0,0.27,7.53,8,0.14,43,0.34,50,0.68,17,59,24,9,70,22,16.23,13.37,0.97,106,-2.86,15.67,14.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,16,3.51,25,-0.05,-0.01,0.04,0.1,,0.09
Francisco Mongelos,Club Sportivo Luqueño,"División Profesional, Paraguay",2026,735,Goalkeeper,Paraguay,21,15/02/05,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.49,0,0,0,0,0,0,0,0,0,0,8.57,2.47,4.53,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,16.41,55,4.78,19,28,1.59,15.43,9,48,-7,12.09,1.35,0.04,0.04,15.8,100,6.61,0.61,0,0,0,0,0,0,0,,0,,0,54,46,0,100,0,0,48.38,46.23,0.69,83,-2.14,33.21,38.16,1.22,1.13,-0.1,72,74,-2,1.25,4.41,31,14.21,1.84,0.12,0.12,19.14,-1,41,3,0.34,3,0.09,0.1,0.01,,-0.27,-0.08
Franco Alfonso,Olimpia,"División Profesional, Paraguay",2026,544,Left Midfielder,Argentina,24,03/05/02,0.33,0.33,0.12,0.09,1.32,25,38,1,,0.39,0.33,0.12,1.82,0.33,0.12,1.49,0,0.01,0.33,0.66,0.24,3.14,0.42,1.99,0.5,1.49,25,2.65,0,1.16,2.65,0.5,0.56,0.17,0.21,19.86,10.26,0,5.3,53.93,9.27,5.96,2.32,2.81,67,2.95,3.5,1.49,36,1.16,27,0.5,0,16.05,19.55,4.8,5.13,1.99,54.1,8.77,55,3.64,71,0.33,0,0,33.43,80,1.99,11,67,0.5,2.65,20,72,-8,57.46,3.81,0.46,0.58,33.76,89,5.58,10.26,1.32,0.83,0.5,0.33,3.64,4.47,0.17,38,0.66,22,0.33,13,69,18,18,69,13,18.48,13.46,0.99,117,-5.01,18.34,15.8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,7,6.27,39,0.05,0.08,0.01,0.14,,0.28
Franco Ezequiel Aragón,San Lorenzo,"División Profesional, Paraguay",2026,316,Left Defensive Midfielder,Argentina,32,03/05/94,0,0,0.05,0.02,2.85,0,10,2,,0,0,0.02,0.85,0,0.02,0.85,0,0,0,0,0.08,3.7,-0.08,0.28,0.28,0,100,0.28,0,0.57,0,0.57,0.39,1.14,1.11,16.22,8.82,0,5.98,37.88,12.24,5.41,1.71,2.28,67,1.29,1.69,0.85,0,0.85,50,0.57,0,14.23,10.65,5.41,2.85,1.42,39.92,3.98,28,2.56,90,0,0,0,64.59,81,7.97,10,64,2.28,11.38,11,81,0,48.56,11.38,0.14,0.18,54.35,99,4.79,14.23,0.85,0.85,0,0,0.57,1.42,0,33,0.57,50,0,22,70,8,16,78,6,23.85,23.58,0.96,99,-0.27,22.98,23.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,8,4.69,48,0.05,0.09,0.06,-0.08,,0.13
Franco Fragueda,Club Rubio Nu,"División Profesional, Paraguay",2026,1882,Goalkeeper,Argentina,26,24/07/00,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.24,0,0,0.05,0,0,0,0,0.14,0.1,0,6.55,3.14,3.83,0,0,0,0,0,0,0.1,0,0.05,,0,0.1,0.05,0.04,0,0,0,8.22,0,0,0,,0.05,0,0,13.29,61,5.55,9,38,1.39,13.34,7,44,-16,11.18,1.48,0.09,0.09,11.91,99,7.06,0.57,0,0,0,0,0,0,0,,0,,0,58,42,0,92,8,0,47.86,54.62,0.74,80,6.76,35.6,43.59,0.77,0.83,0.06,72,70,2,0.94,2.73,26,10.57,1.88,0.1,0.05,15.56,3,36,3,1.12,8,0.1,0.05,0,,0.2,0.35
Fredy Vera,Sportivo Ameliano,"División Profesional, Paraguay",2026,973,Right Midfielder,Paraguay,28,11/06/98,0,0,0.15,0.12,1.3,0,36,3,,0.13,0.09,0.17,1.76,0.09,0.16,1.48,0,0.02,0.28,0.09,0.33,3.05,-0.23,1.2,0.65,0.56,54,0.65,0,1.67,2.13,0.37,0.32,0.93,0.99,13.88,7.59,0,3.7,51.01,4.26,2.04,1.85,2.22,77,2.06,2.38,0.28,45,0.56,52,1.02,0,11.75,11.89,2.96,1.94,0.37,53.61,6.66,57,1.57,81,0,0,0,19.89,60,2.41,15,55,1.3,3.98,19,56,-4,62.82,2.5,0.32,0.5,18.97,84,6.12,6.2,1.76,1.2,0.56,0.56,3.7,4.9,0.09,42,1.3,29,1.02,15,74,10,19,73,7,22.4,16.74,0.94,100,-5.66,21.01,16.78,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,10,6.88,40,0.18,0.05,0.04,0.05,,0.31
Félix Jesús María Llano Centurión,Club Guaraní,"División Profesional, Paraguay",2026,1057,Right Centre Midfielder,Paraguay,25,30/06/01,0.09,0.09,0.13,0.11,1.19,7,29,2,,0.12,0.17,0.07,1.28,0.17,0.06,1.02,0,0.01,0.26,0.26,0.2,2.47,0.05,0.77,0.51,0.26,67,2.13,0,1.02,1.19,0.43,0.29,0.34,0.21,20.85,10.89,0,5.62,52.53,6.72,3.92,0.85,1.28,43,0.71,1,1.45,32,1.11,61,1.87,0,18.64,15.78,4.77,5.45,1.79,53.24,10.81,58,3.92,72,0.17,0,0,26.9,74,1.11,17,46,1.11,1.62,33,73,-1,55.11,2.98,0.31,0.37,22.47,92,4.58,7.06,0.51,0.26,0.26,0.77,4.68,4.94,0.09,17,0.26,33,1.11,23,64,13,31,55,13,17.19,17.49,0.98,102,0.3,16.82,17.78,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,11,3.34,24,-0.01,0.04,0.02,-0.02,,0.04
Gaspar Servio,Club Guaraní,"División Profesional, Paraguay",2026,2476,Goalkeeper,Argentina,34,08/03/92,0.11,0,0,,0,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0,0,0,0,0,0.04,0.03,0,0,0,6.03,2.42,3.53,0,0,0,0,0,0,0,0,0.04,,0,0.04,0,0,0,0,0,,0,,0,,0.07,0,0,16.79,67,6.11,6,41,2,12.87,10,52,-15,12.88,1.89,0.09,0.09,15.37,100,6.66,0.98,0.15,0.04,0.11,0,0.11,0.15,0.04,0,0,,0,50,50,0,93,7,0,45.43,51.04,0.74,73,5.61,33.74,37.07,0.8,0.97,0.17,73,67,6,0.89,2.94,28,10.5,1.89,0.07,0.04,16.4,-2,28,2,1.16,9,0.1,0.06,0,-0.01,0.16,0.32
Gastón Giménez,Cerro Porteño,"División Profesional, Paraguay",2026,435,Centre Defensive Midfielder,Paraguay,35,26/07/91,0,0,0.03,0.03,1.03,0,0,0,,0,0,0.06,1.03,0,0.06,1.03,0,0,0,0,0.08,2.07,-0.08,1.24,1.03,0.21,83,2.07,0,1.24,1.03,2.28,3.11,0.62,0.71,16.55,8.69,0,6.41,42.52,10.14,5.38,3.1,5.38,83,3.98,7.09,0.83,40,0.62,30,0.62,0,12.62,16.33,4.76,3.52,1.45,44.27,4.76,38,1.66,47,0.41,0,0,47.59,86,5.17,86,74,1.45,6.21,16,80,-6,47.24,3.93,0.45,0.48,41.18,95,4.17,6.41,1.03,1.03,0,0,0,1.03,0.21,60,0.62,60,0,13,77,10,29,68,3,21.23,19.51,0.97,103,-1.72,20.55,20.11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,4.86,33,0.07,0.06,0.04,-0.03,,0.13
