Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Facundo Barcelo,Liverpool,Primera División,2026,702,Centre Forward,Uruguay,33,30/03/93,0.51,0.38,0.21,0.11,1.92,20,47,4,100,0.32,0.13,0.06,0.77,0.13,0.06,0.77,0,0,0,0.51,0.27,2.69,0.24,0.64,0.38,0.26,60,0.9,0,1.03,2.57,0.26,0.16,0.64,0.64,13.08,5.9,0.03,3.59,63.28,3.98,2.57,0.38,0.64,43,0.49,0.65,0.77,25,0.51,33,2.05,0,12.06,12.04,2.95,3.08,0.77,66.7,9.75,81,2.57,83,0.51,0.13,0,21.16,66,0.51,15,44,0.77,1.03,26,64,-3,63.85,1.67,0.29,0.47,17.57,86,4.73,7.82,0.38,0.38,0,0.26,7.44,7.82,0,0,0,0,0.77,15,68,17,8,77,15,15.69,12.17,0.94,84,-3.52,14.77,10.2,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,8,4.64,27,-0.08,-0.07,0.05,0.07,,-0.03
Facundo Batista,Peñarol,Primera División,2026,791,Centre Forward,Uruguay,27,15/01/99,0.11,0.11,0.24,0.12,1.93,6,24,5,0,0.15,0.11,0.12,1.02,0.11,0.12,1.02,0,0,0,0.23,0.36,2.96,-0.14,0,0,0,,1.02,0.11,0.91,1.48,0.11,0.14,0.46,0.58,17.3,9.1,0.02,5.69,61.17,2.73,1.82,0.91,1.02,67,0.9,1.04,0.8,63,0.46,36,2.05,0,15.59,17.32,4.44,1.71,0.57,63.48,12.06,77,1.59,93,0.23,0,0,11.04,84,0.34,10,75,0.57,0.34,28,62,-22,61.19,0.91,0.29,0.6,8.31,79,3.42,4.32,0.8,0.8,0,0.57,6.15,6.94,0,14,0.23,67,0.68,14,70,15,21,71,8,13.22,12.57,0.97,97,-0.65,12.8,12.25,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,8,1.84,10,0.04,0.03,0.02,-0.11,,-0.01
Facundo Butti,Cerro,Primera División,2026,390,Left Centre Back,Argentina,26,01/03/00,0,0,0,0.02,0.23,0,0,0,,0,0,0,0.23,0,0,0.23,0,0,0,0,0.01,0.46,-0.01,0.23,0.23,0,100,0.69,0,0,0,0.92,0.53,4.16,2.18,8.78,3.46,0.07,5.08,24.46,5.54,0.92,0.92,1.85,67,0.4,0.93,1.15,33,0.46,29,0.46,0,7.16,3.96,3.23,0.69,0.46,27.61,0.69,10,0.23,33,0.23,0,0,16.86,66,2.08,67,36,4.39,5.54,10,88,21,39.63,1.62,0.03,0.03,12.7,100,4.19,1.39,0,0,0,0,0.69,0.69,0,,0,,0,50,49,1,33,67,0,29.27,21.65,0.84,111,-7.63,24.46,23.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,9,0.81,6,0.03,0.02,0.08,-0.01,,0.12
Facundo Castro,Defensor Sporting,Primera División,2026,818,Right Wing,Uruguay,31,21/01/95,0.22,0.22,0.14,0.09,1.54,14,29,2,,0.12,0.11,0.07,0.77,0.11,0.07,0.66,0,0,0.11,0.33,0.21,2.31,0.12,1.87,1.21,0.66,65,0.88,0,1.87,1.98,0.33,0.31,0.88,1.03,12.65,4.84,0.02,3.41,51.59,8.91,4.62,0.55,0.88,45,0.44,0.75,0.11,0,0.66,40,0.66,0.11,11.99,14.1,2.97,3.74,1.43,53.79,6.05,50,2.53,68,0,0,0,36.52,66,3.52,12,47,1.98,6.38,17,64,-2,55.72,4.18,0.25,0.39,31.35,91,4.83,9.57,0.88,0.66,0.22,0.22,2.75,3.41,0.22,63,0.66,25,0.33,20,66,14,23,64,13,22.36,19.52,0.93,102,-2.84,20.75,19.85,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,8,5.08,37,0,0.05,0.04,0.02,,0.1
Facundo Ezequiel dos Santos,Boston River,Primera División,2026,1348,Centre Attacking Midfielder,Uruguay,22,10/06/04,0.27,0.27,0.24,0.09,2.6,10,38,4,,0.3,0.13,0.16,1.47,0.07,0.13,1.2,0.07,0.03,0.27,0.4,0.4,4.07,0,1.8,1.27,0.53,70,1.4,0,3.41,2.8,0.2,0.19,0.27,0.26,18.23,8.61,0.01,4.81,53.14,8.01,3.67,1.47,1.67,63,1.47,1.66,1.07,19,0.87,38,0.8,0,15.69,16.44,4.14,4.67,1.27,53.19,8.68,55,3.41,73,0.07,0,0,32.85,76,2.6,85,60,0.87,3.74,16,67,-9,58.67,5.81,0.34,0.53,36.66,87,6.62,10.35,1.2,0.73,0.47,0.27,3.94,4.67,0.2,28,0.53,38,0.4,16,66,18,21,66,12,19.38,16.55,0.96,106,-2.83,18.52,17.57,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,7,5.03,42,-0.03,0.14,-0.01,0,,0.1
Facundo González,Racing,Primera División,2026,710,Right Wing Back,Uruguay,21,09/05/05,0,0,0.04,0.02,1.65,0,31,2,,0.01,0,0.04,0.89,0,0.01,0.25,0,0.03,0.63,0,0.08,2.54,-0.08,0.51,0.25,0.25,50,0.89,0,1.4,1.14,0.89,0.82,1.27,1.06,13.07,4.06,0,5.58,38.04,9.89,4.95,1.65,2.54,57,1.22,2.03,0.76,17,1.27,43,0.76,0,10.78,7.8,4.06,3.3,1.14,43.33,4.06,38,2.03,62,0.25,0,0,21.82,58,4.31,21,41,1.78,9.89,11,60,2,60.93,4.31,0.22,0.25,18.39,90,5.73,5.58,2.16,0.51,1.65,0,0.89,1.4,0,12,0.63,21,0.38,33,60,7,25,64,11,26.61,22.89,0.87,86,-3.72,23.18,19.75,0,0,0,0,0,,0,0,,0,0,0,0,0,0,39,11,5.11,31,0.14,0.05,0.01,-0.06,,0.15
Facundo Kidd,Progreso,Primera División,2026,808,Left Back,Uruguay,29,03/08/97,0,0,0.03,0.06,0.56,0,40,0,,0.06,0.22,0.07,1.23,0.22,0.06,1.11,0,0.01,0.11,0.22,0.11,1.78,0.12,0.78,0.56,0.22,71,0.56,0,1.23,0.89,0.67,0.6,2.23,1.33,13.93,7.13,0.04,5.68,34.33,8.8,3.34,1.56,2.23,47,1.36,1.96,1.11,41,1.78,52,1.45,0,11.37,7.95,3.9,2.45,0.56,38.3,3.79,33,1.89,77,0.33,0,0,27.52,64,3.01,85,44,3.45,5.68,13,60,-4,54.03,3.57,0.13,0.15,20.5,93,3.19,7.02,1.78,1.11,0.67,0.22,1.34,2.45,0,44,1.11,40,0.22,36,56,9,25,62,13,22.99,20.9,0.9,107,-2.09,20.67,22.37,0,0,0,0,0,,0,0,,0,0,0,0,0,0,37,9,4.48,37,0.14,0.01,0.02,0,,0.17
Facundo Labandeira,Wanderers,Primera División,2026,1129,Left Centre Forward,Uruguay,30,02/03/96,0.32,0.32,0.28,0.13,2.07,15,50,4,,0.42,0.24,0.15,1.12,0.24,0.15,1.12,0,0,0,0.56,0.43,3.19,0.13,1.51,0.8,0.72,53,1.36,0.08,2.79,3.11,0.64,0.55,0.56,0.4,18.89,6.86,0.01,6.06,56.82,6.62,3.99,1.36,1.99,57,1.27,1.82,1.59,29,1.04,33,1.91,0,15.94,13.19,4.86,4.22,1.83,58.34,9.8,62,3.27,77,0.16,0,0,23.99,58,0.88,7,39,0.96,1.83,26,49,-10,59.74,2.39,0.37,0.57,23.99,80,5.52,6.86,0.72,0.72,0,0.16,4.62,5.34,0.16,22,0.32,22,0.32,22,66,13,16,70,14,17.51,15.03,0.93,83,-2.48,16.33,12.44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,37,7,3.43,23,-0.05,0.08,0.03,0.12,,0.18
Facundo Luzardo,Danubio,Primera División,2026,1087,Right Back,Uruguay,18,08/06/08,0,0,0.04,0.05,0.83,0,10,1,,0.02,0,0.01,0.25,0,0.01,0.25,0,0,0,0,0.04,1.08,-0.04,2.48,1.41,1.08,57,2.4,0,1.82,2.65,1.41,1.49,2.4,2.34,16.06,8.61,0.01,6.95,38.02,12.83,4.3,2.4,3.81,63,2.51,4.01,1.82,38,1.41,48,1.24,0,11.84,12.57,4.47,2.57,1.08,38.96,3.48,29,1.32,52,0.08,0,0.08,26.16,62,1.49,8,31,2.65,4.64,11,45,-17,50.79,3.48,0.16,0.18,26.08,87,6.29,3.81,1.16,0.66,0.5,0,1.08,1.74,0,36,0.5,29,0,38,53,9,39,50,11,20.65,13.88,0.88,103,-6.77,18.26,14.29,0,0,0,0,0,,0,0,,0,0,0,0,0,0,40,11,2.96,22,0.13,0.11,-0.05,-0.02,,0.16
Facundo Machado Campos,Racing,Primera División,2026,390,Goalkeeper,Uruguay,22,18/01/04,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.69,0,0,0,0,0,0,0,0.23,0,0,4.61,3.23,4.84,0,0,0,,0,0,0,,0,,0,0,0.23,0.11,0,0,0,16.77,0,0,0,,0,0,0,13.14,51,4.61,3,31,0.92,14.06,4,50,-1,13.1,1.38,0.3,0.3,11.76,100,6.65,0.46,0,0,0,0,0,0,0,,0,,0,64,36,0,100,0,0,50.89,55.81,0.7,87,4.91,35.82,48.68,1.38,1.29,-0.1,54,57,-3,0.9,3,36,8.3,1.8,0,0,15.84,-1,36,0,2.33,15,0.17,0.06,,,0.19,0.42
Facundo Perdomo,Liverpool,Primera División,2026,1110,Right Back,Uruguay,27,20/08/99,0,0,0.02,0.02,0.73,0,0,1,,0,0.08,0.05,0.65,0.08,0.05,0.65,0,0,0,0.08,0.07,1.38,0.01,0.57,0.41,0.16,71,0.65,0,0.65,0.81,1.05,1.06,2.35,2.31,17.27,8.67,0.02,6.32,37.69,9.48,3.97,3.16,4.22,80,3.09,4.15,0.97,60,0.81,50,1.13,0,13.13,12.94,4.86,3.24,0.81,40.73,4.3,33,2.19,68,0.16,0,0,37.61,77,2.51,8,49,2.92,4.54,12,62,-14,51.36,5.11,0.35,0.42,31.77,95,4.2,8.75,1.3,0.89,0.41,0.16,0.65,1.54,0,38,0.57,25,0.32,30,62,8,33,55,12,20.28,20.28,0.92,94,0,18.58,19.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,10,5.94,34,0.12,0.08,0.08,-0.02,,0.26
Facundo Pérez,CA Juventud,Primera División,2026,741,Right Defensive Midfielder,Uruguay,26,22/03/00,0.12,0.12,0.09,0.06,1.34,9,55,2,,0.16,0,0.03,0.61,0,0.03,0.61,0,0,0,0.12,0.12,1.94,0,1.34,0.97,0.36,73,1.22,0,1.82,1.09,1.22,1.48,1.82,2.05,18.35,8.51,0.01,5.35,42.73,12.52,5.1,1.34,2.55,61,1.52,3,2.31,29,0.85,50,1.46,0,14.71,16.26,4.13,3.77,1.09,45.49,5.83,40,2.67,71,0.49,0,0,42.78,77,3.04,11,64,2.55,4.01,20,70,-8,49.89,4.86,0.24,0.35,36.1,93,4.43,10.21,1.22,1.22,0,0.12,1.58,2.8,0,20,0.24,25,0.12,22,69,9,26,65,8,19.58,17.31,0.99,111,-2.28,19.47,19.13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,8,4.93,39,-0.03,0.1,0.04,0.04,,0.15
Facundo Silvera,Torque,Primera División,2026,1820,Left Back,Uruguay,29,19/01/97,0.05,0.05,0.02,0.04,0.64,8,38,0,,0.03,0.15,0.07,1.53,0.1,0.05,0.99,0.05,0.02,0.54,0.2,0.09,2.18,0.11,0.35,0.2,0.15,57,0.64,0,0.45,0.4,1.19,1.29,2.92,3.18,14.84,6.97,0.01,4.95,34.49,10.98,3.61,2.47,3.66,81,2.76,4.05,1.43,47,0.59,57,0.84,0,10.98,12.07,3.61,2.13,0.64,38.13,2.97,27,1.14,53,0.4,0,0,43.47,70,4.95,85,41,4.7,10.34,12,65,-6,52.23,6.97,0.38,0.42,33.28,98,4.22,10.78,2.87,1.68,1.19,0.05,0.84,2.52,0.05,43,1.24,38,0.1,31,61,7,32,59,9,24.39,24.6,0.88,92,0.21,21.38,22.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,10,7,43,0.25,0.06,-0.02,0,,0.28
Facundo Sosa,Central Español,Primera División,2026,1055,Right Midfielder,Uruguay,23,16/01/03,0.17,0.17,0.15,0.07,2.13,8,44,4,,0.34,0,0.07,0.51,0,0.07,0.51,0,0,0,0.17,0.22,2.65,-0.04,2.99,1.45,1.54,49,2.82,0,1.62,4.86,0.51,0.27,0.6,0.28,21.67,9.47,0.01,6.74,46.47,5.21,2.73,2.39,2.9,80,1.47,1.74,1.45,50,0.6,40,1.37,0,17.92,11.06,5.29,3.84,1.11,48.49,7.68,43,3.07,80,0,0,0,14.93,56,0.68,20,32,1.37,1.37,29,38,-18,60.7,2.05,0.23,0.32,20.91,74,7.64,4.35,0.43,0.43,0,0.17,3.07,3.5,0,60,0.51,26,0.26,27,59,14,22,57,22,19.64,21.39,0.92,85,1.75,18.01,18.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,43,7,1.67,14,0.01,0.02,0.01,0.07,,0.11
Facundo Tealde,Deportivo Maldonado,Primera División,2026,1718,Left Centre Back,Uruguay,37,14/03/89,0.1,0.1,0.01,0.05,0.21,50,50,0,,0.05,0,0.01,0.21,0,0.01,0.21,0,0,0,0.1,0.02,0.42,0.09,0.37,0.21,0.16,57,0.21,0,0.31,0.31,1.83,2.07,5.5,6.12,9.43,4.24,0.06,5.24,25.91,11.68,2.04,1.73,3.56,72,1.92,3.99,0.89,40,0.68,54,1.62,0.05,6.97,7.73,2.88,1.41,0.42,30.77,1.1,16,0.63,44,0.26,0.05,0,35.35,71,3.51,78,39,6.34,8.22,10,60,-11,37.3,3.3,0.27,0.28,25.93,98,6.42,3.35,0.26,0.21,0.05,0,0.47,0.68,0,0,0,0,0,40,58,2,42,58,0,26.95,24.42,0.86,79,-2.54,23.3,19.37,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,6,3.11,19,0.06,0.05,0,0,,0.12
Facundo de León,Progreso,Primera División,2026,1350,Right Wing,Uruguay,22,30/04/04,0.13,0.13,0.13,0.11,1.13,12,18,3,,0.1,0.07,0.1,0.47,0.07,0.1,0.47,0,0,0,0.2,0.22,1.6,-0.02,2.4,1,1.4,42,1.27,0.07,2.73,3.8,0.2,0.14,0.47,0.25,17.87,6.47,0.01,5.27,50.38,5.47,2.2,1.13,1.33,50,0.63,0.77,0.87,19,1.13,28,0.6,0,16,9.91,4.53,4.13,0.87,51.98,8.13,51,3.07,74,0.2,0,0,16.07,61,0.33,15,38,0.53,0.8,15,42,-20,56.36,1.53,0.17,0.32,20.27,74,7.18,4.67,0.73,0.73,0,0.27,2.93,3.67,0.07,36,0.53,26,0.2,22,64,14,24,54,21,15.4,10.95,0.94,145,-4.45,14.53,15.89,0,0,0,0,0,,0,0,,0,0,0,0,0,0,37,11,2.3,20,0,0.1,0,-0.07,,0.03
Federico Andueza,Progreso,Primera División,2026,425,Left Centre Back,Uruguay,29,24/05/97,0,0,0.01,0.03,0.42,0,50,0,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.42,-0.01,0.85,0.64,0.21,75,0.21,0,0.21,0.64,0.42,0.3,5.51,4,10.59,5.93,0.02,4.66,24.55,11.65,2.12,0.64,1.06,50,0.48,0.78,1.27,50,0.64,63,2.12,0.21,8.68,5.97,2.54,2.12,0,28.91,1.48,17,0.85,40,0.42,0,0,27.32,68,4.87,81,61,6.14,7.41,18,63,-5,37.18,2.75,0.05,0.06,17.79,98,5.16,2.33,0,0,0,0,0.64,0.64,0,,0,,0,41,55,4,36,55,9,27.4,20.94,0.95,99,-6.46,26.05,20.8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,35,9,1.97,22,0.08,0.03,0.04,-0.01,,0.15
Federico Barrandeguy,CA Juventud,Primera División,2026,929,Right Back,Uruguay,30,07/05/96,0,0,0.02,0.04,0.39,0,75,0,,0.06,0,0.1,1.45,0,0.06,0.87,0,0.04,0.58,0,0.12,1.84,-0.12,0.77,0.48,0.29,63,0.87,0,1.07,0.58,1.07,1.21,2.62,2.88,15.98,8.33,0.04,7.17,32.41,12.21,3.78,2.23,3.29,74,2.74,3.95,0.97,56,0.77,58,1.36,0,12.79,15.19,5.13,3.39,1.16,38.03,4.26,33,2.13,63,0,0,0,43.98,73,5.52,14,52,3.87,9.4,13,64,-9,50.8,5.33,0.24,0.27,37.39,96,4.3,10.46,2.32,1.36,0.97,0,0.39,1.74,0.1,42,1.07,32,0.1,30,59,10,22,63,15,22.54,21.18,0.89,95,-1.36,20.13,20.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,11,5.76,42,0.2,0.06,0.16,-0.01,,0.41
Federico Dafonte,Boston River,Primera División,2026,778,Right Defensive Midfielder,Uruguay,22,07/12/04,0,0,0.04,0.04,0.93,0,38,1,,0.1,0.12,0.01,0.46,0.12,0.01,0.46,0,0,0,0.12,0.05,1.39,0.06,0.69,0.23,0.46,33,0.69,0,0.93,1.62,1.04,1.08,1.04,1.32,16.89,8.56,0.02,7.75,37.64,10.29,3.35,1.27,2.31,52,1.49,2.57,0.93,29,1.16,46,0.69,0.12,14.81,16.3,5.55,3.24,1.16,38.54,3.93,27,1.5,46,0.12,0,0,46.27,84,4.86,19,74,1.85,5.78,12,82,-2,45.02,3.47,0.28,0.3,37.82,96,4.41,7.17,0.46,0.46,0,0.23,1.04,1.5,0,25,0.23,50,0.35,20,72,8,13,84,3,22.15,20.1,0.99,98,-2.05,22,19.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,6,3.27,26,-0.01,0.06,0.05,0.03,,0.14
Federico Garcia,Progreso,Primera División,2026,731,Right Centre Back,Uruguay,20,14/02/06,0,0,0,,0,,,0,,0,0,0.02,0.12,0,0.02,0.12,0,0,0,0,0.02,0.12,-0.02,0.25,0.25,0,100,0.12,0,0.25,0.25,0.99,0.43,5.42,3.53,13.18,5.3,0.07,7.27,23.85,12.32,1.11,1.48,2.46,75,1.03,1.46,1.72,33,0.49,63,2.46,0,9.98,6,5.05,1.72,0.74,28.18,1.23,12,0.49,29,0.37,0,0,26.86,61,3.33,13,40,7.64,6.16,16,44,-17,32.37,1.48,0.15,0.17,16.63,98,5.24,1.6,0.25,0.12,0.12,0,0.25,0.37,0,50,0.12,33,0,40,55,4,31,69,0,28.73,34.4,0.87,81,5.67,24.9,27.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,35,5,1.9,15,0.01,0.06,0.12,,,0.19
Federico Ismael Varese Valenzuela,Racing,Primera División,2026,2195,Goalkeeper,Uruguay,23,24/03/03,0,0,0,,0,,,0,,0,0,0.01,0.04,0,0.01,0.04,0,0,0,0,0.01,0.04,-0.01,0.04,0.04,0,100,0.25,0,0,0,0,0,0.04,0.02,0.08,0.08,0,4.96,3.39,4.06,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0.08,0.09,0,0,0,36.46,0.04,50,0,,0.12,0,0,10.05,52,4.43,25,33,0.62,12.96,4,48,-4,12.8,1.27,0.07,0.07,9.39,100,7.88,0.57,0.08,0.08,0,0,0,0.08,0,0,0,,0,69,31,0,93,7,0,50.16,45.76,0.72,93,-4.4,36.31,42.34,0.45,0.45,0,66,66,0,0.54,1.31,17,7.71,2.22,0.04,0.04,19.44,-1,34,2,1.34,9,0.09,0.07,0,,0.03,0.19
Federico Martínez,Liverpool,Primera División,2026,1642,Left Wing,Uruguay,30,27/02/96,0.44,0.38,0.35,0.12,2.91,13,45,4,100,0.42,0.11,0.04,0.93,0.05,0.02,0.49,0.05,0.03,0.44,0.49,0.39,3.84,0.1,1.37,0.88,0.49,64,1.7,0.05,3.62,2.74,0.71,0.65,0.27,0.32,14.86,6.52,0.03,4.28,56.07,6.58,4.33,0.71,1.43,50,0.76,1.41,1.43,25,0.71,45,0.71,0,12.72,13.88,3.67,3.73,1.04,56.97,8.33,66,2.91,78,0.16,0.05,0,27.36,73,1.75,15,52,0.77,2.85,23,76,2,62.26,3.34,0.37,0.6,31.63,85,6.51,10.47,1.1,0.6,0.49,0.27,4.11,4.71,0.05,5,0.11,6,0.55,13,67,20,14,66,20,18.6,16.97,0.94,92,-1.63,17.41,15.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,8,5.87,37,-0.01,0.11,0.03,0.14,,0.27
Federico Puente Arap,Albion,Primera División,2026,600,Left Back,Uruguay,31,28/12/95,0,0,0.03,0.02,1.2,0,50,1,,0.1,0.15,0.03,0.75,0.15,0.03,0.75,0,0,0,0.15,0.06,1.95,0.09,0.6,0.45,0.15,75,0.6,0,1.95,0.45,0.75,0.72,3.45,3.46,10.95,4.35,0.03,3.9,26.65,9.3,2.55,2.25,3,79,2.11,2.83,1.2,33,0.6,0,0,0,7.5,7.35,2.1,1.95,0.9,32.45,1.8,24,0.75,38,0.3,0,0,39.92,75,5.55,77,51,4.2,10.05,12,76,1,44.88,6.9,0.47,0.49,34.82,95,5.08,7.35,0.9,0.75,0.15,0,0.3,1.05,0.15,0,0,0,0,31,61,8,53,39,8,25.75,19.93,0.9,108,-5.82,23.1,21.54,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,6,4.02,29,0.08,0.06,0.03,-0.01,,0.16
Federico Álvarez,Nacional,Primera División,2026,708,Left Back,Uruguay,18,28/01/08,0,0,0.09,0.07,1.14,0,22,1,,0.07,0,0.01,0.25,0,0.01,0.25,0,0,0,0,0.09,1.4,-0.09,1.4,0.89,0.51,64,0.76,0,2.41,0.76,0.76,0.8,1.53,1.71,20.84,10.55,0,8.01,30.1,7.37,2.67,3.3,4.07,84,3.27,4.08,0.51,81,0.64,38,0.64,0,17.03,17.5,6.35,2.03,0.64,31.19,2.16,13,0.38,19,0.13,0,0,29.11,79,1.78,76,42,1.91,3.81,14,67,-12,48.5,3.43,0.3,0.33,27.83,90,5.39,5.72,0.38,0.13,0.25,0.13,1.14,1.27,0,33,0.25,20,0.13,29,58,13,38,49,13,19.16,15.87,0.89,99,-3.29,17.14,15.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,14,2.97,20,0.06,0.07,-0.04,0,,0.08
Felipe Cairus,Racing,Primera División,2026,1726,Right Centre Midfielder,Uruguay,26,27/04/00,0.05,0.05,0.13,0.08,1.67,3,25,3,,0.09,0.1,0.15,1.15,0.1,0.15,1.09,0,0,0.05,0.16,0.28,2.82,-0.13,1.3,0.57,0.73,44,2.19,0.05,1.72,2.03,0.57,0.43,0.73,0.59,19.76,8.13,0.01,6.62,47.11,10.79,5.94,2.35,2.92,79,2.17,2.6,1.56,43,0.63,43,1.36,0,15.95,12.71,5.16,4.43,1.25,47.89,6.99,44,2.97,67,0.21,0,0,24.3,65,1.3,22,43,1.41,2.35,25,63,-2,55.01,3.7,0.31,0.39,20.86,87,4.91,6.52,0.78,0.73,0.05,0.36,3.7,4.43,0,7,0.1,17,0.52,34,58,7,38,56,6,19.25,17.01,0.96,98,-2.25,18.51,16.71,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,9,3.07,19,0,0.04,0.02,-0.09,,-0.03
Fernando Camarda,Central Español,Primera División,2026,882,Right Midfielder,Uruguay,23,07/11/03,0.1,0.1,0.11,0.07,1.43,7,50,3,,0.11,0.2,0.12,0.92,0.2,0.12,0.92,0,0,0,0.31,0.22,2.35,0.08,2.96,1.94,1.02,66,1.33,0,2.45,4.18,0.61,0.19,0.51,0.25,15.4,5.92,0.01,3.88,47.98,7.04,3.98,0.82,1.43,67,0.47,0.66,0.82,0,0.41,39,0.71,0,13.77,7.41,3.16,3.16,1.02,50.48,6.53,47,2.55,81,0.1,0,0,21.93,72,1.94,20,70,0.61,2.65,18,59,-14,60.72,3.06,0.17,0.42,27.14,80,7.77,8.88,1.12,1.02,0.1,0.31,2.86,3.88,0,55,0.82,53,0.31,15,71,14,11,72,16,17.23,12.66,1.03,110,-4.57,17.73,13.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,7,2.94,28,-0.01,0.07,0.02,0.01,,0.09
Fernando Mimbacas,CA Juventud,Primera División,2026,1547,Centre Forward,Uruguay,24,25/03/02,0.35,0.29,0.27,0.12,2.21,13,42,6,100,0.37,0.06,0.08,0.76,0.06,0.08,0.76,0,0,0,0.35,0.35,2.97,0,1.45,0.7,0.76,48,0.81,0.06,2.39,3.9,0.06,0.04,0.64,0.91,16.87,7.27,0.02,4.07,65.04,3.14,1.98,0.23,0.29,33,0.29,0.33,1.28,13,0.47,54,2.97,0,15.36,16.02,3.67,3.72,0.87,68.01,12.97,84,3.49,94,0.12,0.06,0,13.79,60,0.41,75,41,0.87,0.76,35,56,-4,62.46,2.15,0.22,0.46,14.78,69,6.34,4.89,0.41,0.41,0,0.52,5.99,6.4,0,14,0.17,27,0.76,18,60,22,15,67,18,16.25,14.73,1.02,100,-1.52,16.61,14.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,5,2.64,18,-0.03,-0.02,-0.04,0.04,,-0.05
Francisco Barrios,Boston River,Primera División,2026,1075,Right Defensive Midfielder,Uruguay,24,18/02/02,0,0,0.06,0.07,0.92,0,9,1,,0,0,0.07,0.33,0,0.07,0.33,0,0,0,0,0.14,1.26,-0.14,0.67,0.42,0.25,63,0.84,0,1.26,0.84,0.92,0.91,2.34,2.36,20.6,11.22,0.03,7.87,37.25,11.72,4.1,2.26,3.18,73,2.24,3.14,0.59,56,0.84,57,1.09,0,17.84,16.64,6.36,5.78,2.26,40.53,5.86,33,3.35,58,0.17,0,0,37.76,79,3.6,15,57,3.27,5.36,17,73,-6,44.57,3.18,0.32,0.37,27.3,96,4.12,6.36,0.5,0.5,0,0.17,0.75,1.26,0,0,0.08,33,0.25,25,66,9,25,67,8,22.11,21.12,0.95,89,-0.99,20.99,18.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,10,2.63,27,0.1,0.04,0.03,-0.04,,0.13
