Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Mauricio,Palmeiras,"Serie A, Brasil",2026,582,Centre Attacking Midfielder,Brazil,25,21/06/01,0.15,0.15,0.22,0.16,1.39,11,22,3,,0.26,0.15,0.04,0.93,0.15,0.04,0.93,0,0,0,0.31,0.26,2.32,0.05,0.62,0.46,0.15,75,0.93,0,0.93,1.08,0.77,0.49,0.46,0.2,21.19,10.52,0.01,4.33,55.04,2.17,4.02,0.62,1.39,80,0.55,1.04,1.55,50,0.15,67,0.62,0.15,19.33,14.1,3.56,3.71,0.77,57.85,12.84,66,2.63,71,0.15,0,0,22.58,83,0.77,72,71,0.62,0.93,19,73,-10,52.71,2.47,0.33,0.57,21.81,93,5,5.88,0.62,0.62,0,0,1.86,2.47,0.15,0,0,0,0.15,11,72,17,13,71,16,16.08,14.38,0.97,105,-1.7,15.52,15.11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,10,4.78,30,-0.02,-0.03,0.01,0.09,,0.04
Nuno Moreira,Vasco da Gama,"Serie A, Brasil",2026,579,Right Wing,Portugal,27,15/06/99,0.16,0.16,0.1,0.07,1.55,10,30,2,,0.15,0,0.17,2.33,0,0.15,2.02,0,0.02,0.31,0.16,0.27,3.88,-0.12,0.78,0.62,0.16,80,1.09,0,0.78,1.4,0.47,0.48,0.62,0.77,13.83,8.7,0.02,5.28,46.36,2.95,5.28,0.78,1.24,50,0.93,1.41,0.62,17,0.78,40,0.31,0,12.43,14.37,4.19,2.17,0.93,49.17,6.06,49,1.4,64,0.16,0,0,35.42,80,2.02,15,54,1.24,3.11,20,76,-4,61,3.73,0.33,0.51,32.62,98,4.34,15.22,2.49,2.02,0.47,0.47,3.88,5.9,0,38,1.09,44,0.93,16,69,15,21,60,18,17.11,15.62,0.91,94,-1.49,15.59,14.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,9,6.32,33,0.07,0.08,0.02,0.01,,0.18
Félix Torres,Internacional,"Serie A, Brasil",2026,579,Left Centre Back,Ecuador,29,10/01/97,0,0,0.09,0.15,0.62,0,0,0,,0,0,0.04,0.31,0,0.04,0.31,0,0,0,0,0.13,0.93,-0.13,0,0,0,,0.16,0,0,0,1.4,1.91,3.57,4.39,9.48,4.35,0.08,5.59,28.99,3.57,10.57,1.24,2.64,80,1.34,3.24,1.24,50,0.31,68,3.26,0,6.99,8.57,3.11,1.86,0.62,32.66,1.55,22,0.93,50,0.16,0,0,41.8,83,2.18,15,47,3.73,4.51,12,67,-16,39.97,4.04,0.28,0.37,29.84,99,3.39,4.97,0,0,0,0.31,2.18,2.18,0,,0,0,0.31,27,69,4,38,59,3,21.65,16.64,0.95,100,-5.01,20.5,16.68,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,6,3.78,19,0.07,-0.02,0.11,-0.09,,0.07
Jean Lucas,Bahia,"Serie A, Brasil",2026,576,Left Centre Midfielder,Brazil,28,21/06/98,0.31,0.31,0.14,0.08,1.72,18,36,2,,0.27,0.16,0.12,0.78,0.16,0.12,0.78,0,0,0,0.47,0.27,2.5,0.2,1.56,1.09,0.47,70,1.56,0,1.56,2.66,0.47,0.41,0.31,0.23,15.79,7.66,0.04,4.06,44.16,2.19,4.38,1.41,1.88,60,1.5,1.91,1.72,0,0.94,14,0.16,0,12.66,13.11,3.6,2.66,0.63,47.62,5.31,42,1.56,59,0.16,0,0,27.35,86,0.78,3,45,0.78,1.25,23,74,-12,55.98,3.44,0.31,0.51,27.2,94,5.18,8.6,0.47,0.47,0,0.47,3.6,4.06,0,0,0.16,25,0.63,17,69,13,20,64,16,17.11,14.68,1,93,-2.43,17.02,13.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,10,4.58,27,0.08,0.02,0.01,0.08,,0.19
Samuel Xavier,Fluminense,"Serie A, Brasil",2026,575,Right Back,Brazil,36,05/06/90,0,0,0.01,0.05,0.31,0,0,0,,0,0,0.1,0.78,0,0.1,0.78,0,0,0,0,0.11,1.09,-0.11,0.47,0.16,0.31,33,1.72,0,0.94,0.94,1.09,1.58,2.5,3.29,11.42,3.91,0.05,3.75,28.41,1.56,5.32,1.25,2.35,73,1.61,3.18,0.78,57,0.47,30,0.47,0,9.38,12.02,2.82,2.03,0.47,33.84,2.35,25,0.78,38,0.16,0,0,43.16,86,1.72,12,58,2.82,2.66,13,73,-13,49.03,5,0.63,0.71,38.78,96,3.78,10.48,0.63,0.63,0,0,0.78,1.41,0,25,0.16,50,0,22,64,14,22,64,13,18.02,16.01,0.97,108,-2.01,17.49,17.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,8,6.51,43,0.09,0.06,0.06,-0.01,,0.19
Enzo Díaz,São Paulo,"Serie A, Brasil",2026,568,Left Back,Argentina,31,06/12/95,0,0,0.03,0.04,0.79,0,0,1,,0,0.16,0.05,0.63,0.16,0.02,0.16,0,0.03,0.48,0.16,0.08,1.43,0.08,0.63,0.16,0.48,25,1.74,0,0.79,1.74,1.11,1.34,1.11,1.63,18.7,8.88,0.03,7.61,37.8,1.74,6.02,2.69,3.8,71,3.13,4.47,2.22,50,1.11,23,0.48,0,13.79,15.38,4.6,2.85,0.95,40.32,4.44,32,1.9,67,0.48,0,0,35.98,80,1.74,85,32,1.59,4.91,18,64,-16,55.33,4.44,0.29,0.3,34.55,97,4.09,11.1,1.27,0.79,0.48,0,0.48,1.27,0,13,0.16,8,0,21,66,13,21,67,11,18.49,14.42,0.91,106,-4.07,16.75,15.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,10,4.96,40,0.04,0.05,0.05,-0.03,,0.12
Caique,EC Vitória,"Serie A, Brasil",2026,568,Right Centre Back,Brazil,31,09/10/95,0,0,0,0.01,0.16,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,0.16,0,0.95,0,0.79,0.48,1.11,0.76,2.85,2.1,14.74,8.24,0.04,5.55,31.13,1.9,7.13,1.43,2.54,82,1.07,1.83,1.27,50,0.32,50,0.79,0,12.05,7.46,3.8,2.38,0.79,36.4,2.38,20,1.11,47,0.16,0,0,31.87,89,1.74,9,61,3.01,2.7,12,89,0,43.29,2.06,0.19,0.19,24.26,97,4.34,3.96,0,0,0,0,0,0,0,,0,,0,22,74,4,12,88,0,19.56,15.43,0.97,107,-4.13,18.97,16.52,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,8,2.39,20,0.03,0.02,0.18,-0.01,,0.22
Breno,Coritiba Fbc,"Serie A, Brasil",2026,567,Left Wing,Brazil,30,23/01/96,0.48,0.48,0.3,0.23,1.27,38,63,2,,0.46,0.16,0.15,1.43,0.16,0.14,1.27,0,0.02,0.16,0.64,0.45,2.7,0.19,2.07,0.95,1.11,46,1.91,0,1.43,1.59,0.16,0.1,0.32,0.19,14.46,7.15,0,2.7,46.46,2.07,4.45,0.32,0.48,40,0.15,0.25,0.95,0,0.48,33,0.32,0,13.18,7.47,2.54,2.38,0.48,46.51,6.04,46,2.22,93,0.32,0,0,21.76,81,0.79,18,56,0.64,1.11,20,69,-12,60.62,2.07,0.57,0.72,22.72,94,7.45,7.62,0.95,0.79,0.16,0.48,4.13,4.92,0,50,0.64,44,0.79,11,66,22,8,73,19,16.97,15.51,1.01,113,-1.45,17.07,17.52,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,5,5.45,51,0.05,0.18,0,0.2,,0.44
Erick Noriega,Grêmio,"Serie A, Brasil",2026,566,Centre Defensive Midfielder,Peru,25,21/10/01,0.16,0.16,0.08,0.12,0.64,25,25,0,,0.12,0.16,0.05,0.95,0.16,0.05,0.95,0,0,0,0.32,0.13,1.59,0.19,0.32,0,0.32,0,1.27,0,0.16,0.64,1.27,1.11,1.11,1,16.84,8.1,0.03,7.31,39.4,3.02,9.38,1.59,2.86,77,1.13,2.24,2.22,50,0.48,83,1.59,0,13.03,12.57,5.08,3.18,1.11,42.88,5.08,39,1.91,60,0.16,0,0,44.02,86,4.13,9,68,1.43,5.72,16,76,-10,47.3,6.36,0.47,0.53,34.8,98,3.84,9.38,0.16,0.16,0,0,1.27,1.43,0,0,0,,0,18,75,7,24,75,2,22.3,18.46,0.96,99,-3.84,21.47,18.34,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,7,4.45,37,0,0.07,0.05,0.07,,0.18
Reinaldo,Mirassol Futebol Clube,"Serie A, Brasil",2026,566,Left Back,Brazil,37,27/09/89,0,0,0.03,0.04,0.79,0,0,1,,0,0,0.13,1.59,0,0.04,0.64,0,0.1,0.95,0,0.17,2.38,-0.17,0.95,0,0.95,0,0.95,0,1.27,1.91,0.32,0.42,1.59,2.1,10.81,4.61,0,2.86,41.18,2.7,6.04,0.95,1.27,75,1.34,1.76,0.79,83,0.32,30,0.48,0,9.06,11.67,1.75,2.7,0.16,44.92,4.13,46,1.11,41,0.48,0,0,34.97,70,5.56,84,47,2.7,10.81,12,61,-10,51.2,6.04,0.37,0.44,32.27,93,4.4,8.58,2.54,1.27,1.27,0,1.27,2.54,0.16,31,0.79,19,0,27,67,5,37,63,0,24.54,18.96,0.88,91,-5.58,21.67,17.19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,13,5.99,41,0.29,0.05,0.03,-0.03,,0.33
Álvaro Montoro,Botafogo,"Serie A, Brasil",2026,566,Left Centre Midfielder,Argentina,19,16/04/07,0,0,0.03,0.04,0.8,0,40,1,,0.08,0.32,0.14,1.11,0.32,0.14,1.11,0,0,0,0.32,0.16,1.91,0.15,3.18,1.75,1.43,55,2.54,0,1.59,2.23,0.32,0.32,0.32,0.25,14.79,8.75,0.01,3.98,47.77,3.18,5.25,0.64,0.95,36,0.55,0.87,1.43,0,1.11,20,0.16,0.16,12.72,11.63,3.02,2.54,1.11,49.42,6.2,49,2.07,81,0.16,0,0,29.26,77,2.07,6,50,1.27,3.18,24,69,-8,57.04,4.45,0.18,0.3,31.17,93,5.15,9.54,0.95,0.95,0,0.16,0.8,1.75,0.32,17,0.16,33,0.16,17,69,13,22,70,8,19.79,18.73,0.95,105,-1.06,18.86,19.61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,7,4.56,47,0,0.11,0.01,0,,0.11
Kayky Almeida,Clube do Remo,"Serie A, Brasil",2026,565,Left Centre Back,Brazil,21,30/04/05,0,0,0.02,0.02,0.8,0,40,1,,0.05,0,0,0,0,0,0,0,0,0,0,0.02,0.8,-0.02,0.32,0.32,0,100,0.16,0,0.32,0.16,1.91,1.29,3.03,1.76,9.4,5.74,0.05,4.46,24.17,1.91,7.97,1.43,3.35,64,0.97,2.26,0.96,56,0.8,92,1.91,0,7.01,5.29,2.55,0.32,0,28.17,1.43,20,0.32,100,0.16,0,0,32.03,76,3.98,88,52,3.66,7.01,18,71,-5,41.5,3.35,0.16,0.16,24.86,100,4.36,4.62,0,0,0,0,0.48,0.48,0.16,,0,0,0,29,67,4,38,55,7,25.06,19.71,0.9,90,-5.36,22.62,17.76,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,7,2.8,22,0.02,0.05,0.04,-0.02,,0.1
Alexander Barboza,Botafogo,"Serie A, Brasil",2026,564,Left Centre Back,Argentina,31,15/03/95,0.16,0.16,0.02,0.05,0.32,50,100,0,,0.07,0.32,0.05,0.64,0.32,0.05,0.64,0,0,0,0.48,0.07,0.96,0.41,0.32,0.16,0.16,50,0.16,0,0.8,0.32,0.32,0.28,5.27,4.47,12.45,6.06,0.04,6.86,27.82,1.6,8.78,2.39,2.71,65,2.52,2.8,1.6,59,1.28,55,1.91,0.16,8.46,7.88,3.51,1.6,0.64,32.23,1.76,21,0.96,60,0.48,0,0.16,50.74,78,4.47,81,48,6.38,8.14,10,51,-27,36.68,4.47,0.24,0.38,38.77,98,4.2,5.11,0.48,0.48,0,0.16,0.8,1.28,0,0,0.16,50,0.16,31,67,2,41,59,0,24.53,23.59,0.89,85,-0.94,21.92,20.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,10,3.4,33,0.08,0.04,0.01,-0.01,,0.11
Pedro,Flamengo,"Serie A, Brasil",2026,563,Centre Forward,Brazil,29,19/06/97,0.32,0.32,0.15,0.13,1.12,29,57,3,,0.34,0.32,0.13,0.64,0.32,0.13,0.64,0,0,0,0.64,0.28,1.76,0.36,0.96,0.48,0.48,50,2.4,0,1.28,1.6,0.48,0.43,0.32,0.33,22.05,13.26,0.02,5.27,63.11,1.44,2.88,1.12,1.6,47,1.29,1.72,1.44,11,1.28,17,0.32,0,19.49,24.27,4.31,3.67,0.8,64.85,15.18,78,3.2,87,0,0,0,14.54,79,0.16,9,33,0.32,0.48,25,72,-7,57.67,0.96,0.29,0.51,13.26,94,3.27,4.47,0.32,0.32,0,0.32,3.04,3.36,0,0,0,0,0.64,14,62,24,21,50,29,13.13,11.98,1,100,-1.15,13.09,12.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,7,3.71,26,0.02,0.01,0.02,0.17,,0.22
Julimar,Athletico Paranaense,"Serie A, Brasil",2026,557,Left Wing,Brazil,25,24/01/01,0.32,0.16,0.08,0.07,1.13,14,43,2,50,0.19,0.16,0.17,0.65,0.16,0.17,0.65,0,0,0,0.32,0.25,1.78,0.07,1.45,0.32,1.13,22,0.65,0,1.78,2.75,0.81,0.7,0.32,0.33,19.56,9.86,0.02,4.2,59.64,1.94,4.53,0.16,0.97,33,0.21,0.91,1.78,0,0.32,45,1.62,0,17.62,16.24,3.72,3.39,0.97,61.64,12.93,73,2.91,86,0.16,0,0,20.04,65,0.81,16,56,0.48,1.29,35,64,-2,62.42,2.1,0.29,0.44,17.46,90,7.36,7.43,0.16,0.16,0,0.65,3.72,3.88,0.16,100,0.32,33,0.65,20,61,20,13,59,28,16.66,14.82,1,100,-1.84,16.61,14.76,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,4,2.86,18,0.06,0.03,0,-0.12,,-0.03
Johan Carbonero,Internacional,"Serie A, Brasil",2026,556,Left Centre Forward,Colombia,27,19/07/99,0.16,0.16,0.24,0.07,3.56,5,32,5,,0.15,0.16,0.09,1.3,0.16,0.09,1.3,0,0,0,0.32,0.33,4.86,-0.01,2.59,1.62,0.97,63,2.59,0,3.08,3.08,0,0,0,0,10.69,5.02,0,2.43,61.31,2.59,4.54,0.81,0.81,63,0.69,0.69,0.97,0,0.49,43,0.49,0,8.91,8.81,2.11,2.43,0.65,61.23,5.83,65,2.11,87,0.16,0,0,27.54,82,0.65,7,50,0.16,1.13,36,78,-4,66.73,4.7,0.53,0.7,33.85,90,7.05,14.25,1.94,1.94,0,0.49,5.51,7.45,0.16,0,0.16,10,1.13,18,63,19,19,67,14,15.97,14.59,0.96,105,-1.38,15.39,15.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,11,6.8,37,0.01,0.16,0,-0.08,,0.09
John Kennedy,Fluminense,"Serie A, Brasil",2026,556,Centre Forward,Brazil,24,17/05/02,0.32,0.32,0.39,0.15,2.59,13,81,6,,0.68,0,0.1,0.97,0,0.1,0.97,0,0,0,0.32,0.49,3.56,-0.16,2.75,1.46,1.3,53,0.97,0,1.46,4.05,0.16,0.21,0.16,0.21,18.15,10.21,0,4.05,66.54,1.46,3.24,0.81,0.97,63,1.05,1.27,1.46,25,0.49,26,0.81,0,15.88,20.95,3.56,2.75,0.32,67.87,12.8,81,2.59,94,0,0,0,14.1,80,0.49,17,100,0.32,0.32,38,71,-9,59.86,0.97,0.53,0.87,15.55,81,4.43,5.51,0.32,0.32,0,0.32,6.48,6.8,0.16,0,0.16,100,0.81,12,72,16,9,74,18,13.62,12.16,1.05,102,-1.46,14.32,12.4,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,11,3.9,27,-0.05,-0.01,0.01,0.24,,0.19
Nathan,EC Vitória,"Serie A, Brasil",2026,552,Right Back,Brazil,24,18/08/02,0,0,0.01,0.05,0.16,0,0,0,,0,0,0.01,0.16,0,0,0,0,0.01,0.16,0,0.01,0.33,-0.01,0.98,0.49,0.49,50,1.14,0.16,0.65,1.31,1.14,0.74,2.12,1.29,16.15,8.16,0,4.57,34.14,3.75,7.18,2.12,3.26,65,1.57,2.31,1.63,60,1.14,64,1.47,0,12.4,7.14,2.77,2.61,0.49,37.37,3.75,30,1.79,69,0.33,0,0,25.61,70,1.63,12,56,2.28,2.77,17,63,-8,53.12,3.75,0.11,0.11,22.67,94,5.74,5.38,0.49,0.16,0.33,0.16,0.98,1.14,0,0,0,,0.16,23,66,11,21,52,27,18.97,13.86,0.95,108,-5.11,18.06,14.95,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,14,2.64,24,0.04,0.16,-0.02,0,,0.17
Nicolás Acevedo,Bahia,"Serie A, Brasil",2026,548,Right Back,Uruguay,27,13/04/99,0,0,0.02,0.03,0.66,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.02,0.66,-0.02,0.33,0.33,0,100,1.15,0,0.99,1.15,1.48,1.33,2.46,2.18,22.02,11.83,0.03,8.55,33.5,3.94,12.49,2.46,3.94,58,1.94,3.27,2.79,27,1.81,50,0.99,0.16,16.76,15.6,5.92,2.63,0.82,34.56,3.94,24,1.15,44,0.49,0,0,47.16,79,2.79,16,44,3.45,5.42,16,68,-12,45.41,5.26,0.53,0.53,39.11,98,5.6,7.23,0.16,0.16,0,0,0.49,0.66,0,0,0,0,0,34,60,6,50,45,5,20.48,19.85,0.92,92,-0.63,18.86,18.3,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,10,5.03,33,0.04,0.09,0.05,-0.02,,0.17
João Lucas,Clube do Remo,"Serie A, Brasil",2026,548,Right Back,Brazil,28,08/03/98,0,0,0.07,0.13,0.49,0,33,1,,0.01,0,0.03,0.49,0,0.03,0.49,0,0,0,0,0.1,0.99,-0.1,0.16,0,0.16,0,0.99,0,0.99,0.16,1.81,1.36,1.97,1.18,15.12,8.71,0.01,4.44,37.42,3.29,8.38,2.63,4.44,70,1.35,2.72,1.31,22,1.15,62,1.31,0,11.18,7.85,2.79,2.14,0.33,41.41,3.62,32,1.64,77,0.49,0,0,31.56,68,3.45,9,44,3.12,6.74,17,46,-22,49.7,3.94,0.18,0.24,24.49,99,5.65,5.92,1.15,0.66,0.49,0,0.99,1.64,0.16,71,0.82,28,0,40,52,8,42,56,3,23.13,20.73,0.91,97,-2.4,21.09,20.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,12,4.54,32,0.07,0.09,0.03,-0.07,,0.12
Rafael Carvalheira,Chapecoense,"Serie A, Brasil",2026,546,Right Defensive Midfielder,Brazil,27,25/05/99,0.16,0.16,0.05,0.06,0.82,20,20,2,,0.04,0,0.01,0.16,0,0,0,0,0.01,0.16,0.16,0.06,0.99,0.1,0.16,0.16,0,100,0.66,0,0.16,0.16,0.82,0.39,0.99,0.52,19.6,11.37,0.02,4.45,43.3,2.8,5.44,0.49,1.32,38,0.3,0.7,1.65,20,0.82,60,0.49,0,17.46,8.89,3.62,3.62,0.66,44.43,5.93,34,2.14,59,0.16,0,0,19.6,86,1.32,82,67,1.32,1.65,10,62,-24,50.58,2.31,0.18,0.21,15.32,98,4.96,4.28,0.16,0,0.16,0,0.49,0.49,0,100,0.16,33,0,18,67,15,23,69,8,18.51,19.91,0.98,89,1.4,18.07,17.79,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,5,2.45,21,0,0.04,0,-0.04,,0
Rodrigo Garro,Corinthians,"Serie A, Brasil",2026,544,Centre Attacking Midfielder,Argentina,28,03/01/98,0.17,0.17,0.09,0.05,1.82,9,45,2,,0.22,0.33,0.15,1.99,0,0.08,0.83,0.33,0.07,1.16,0.5,0.24,3.8,0.25,1.32,0.66,0.66,50,2.98,0,0.66,1.99,0.33,0.43,0,0,17.2,10.75,0,4.96,50.09,3.31,4.8,0.5,0.83,43,0.69,1.12,0.99,25,0.66,0,0,0,15.88,20.72,4.14,3.14,1.49,51.26,7.28,46,0.99,32,0.17,0,0,38.71,79,7.44,90,78,0.83,8.77,13,73,-6,62.53,6.62,0.3,0.37,36.23,96,3.76,16.71,3.31,1.32,1.99,0.17,2.48,3.8,0.33,10,0.33,29,0.33,17,74,9,19,72,9,22.78,19.18,0.98,112,-3.6,22.37,21.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,5,7.1,59,0,0.07,0,0.02,,0.09
Matheus Henrique,Cruzeiro,"Serie A, Brasil",2026,536,Right Defensive Midfielder,Brazil,29,18/12/97,0,0,0.04,0.05,0.84,0,0,1,,0,0,0.02,0.67,0,0.02,0.67,0,0,0,0,0.06,1.51,-0.06,1.34,1.18,0.17,88,1.68,0,1.01,0.67,0.84,1.06,0.84,1.14,11.75,6.72,0.04,5.2,39.38,3.69,9.07,1.85,2.69,61,2.45,3.51,1.01,36,1.18,14,0.17,0.17,8.9,11.15,3.53,2.69,0.67,41.15,2.85,32,1.51,56,0.17,0,0,39.12,88,3.53,10,81,1.51,3.69,13,87,-1,52.37,6.88,0.34,0.37,36.27,99,6.7,11.25,0.34,0.34,0,0.17,0.84,1.18,0,0,0.34,67,0.34,20,71,9,19,73,7,19.2,16.71,0.99,111,-2.49,19.08,18.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,4.1,29,0.02,0.12,-0.08,-0.04,,0.02
Eduardo Sasha,Red Bull Bragantino,"Serie A, Brasil",2026,534,Left Centre Forward,Brazil,34,23/02/92,0,0,0.18,0.12,1.52,0,44,3,,0.15,0,0.08,1.52,0,0.08,1.52,0,0,0,0,0.26,3.03,-0.26,0.84,0.51,0.34,60,1.01,0,0.34,1.52,0.34,0.6,0.51,0.61,12.63,5.56,0.02,4.55,69.87,2.36,3.03,0.17,0.51,25,0.08,0.69,0.17,0,0.51,40,1.35,0,12.29,14.31,4.04,2.86,0.84,72.19,10.95,89,2.69,94,0,0,0,18.02,71,1.52,13,75,0.84,1.68,27,66,-6,62.1,2.86,0.32,0.49,14.48,92,5.44,7.92,0.34,0.34,0,0.51,5.89,6.23,0.17,50,0.34,22,0.84,15,67,18,15,72,13,17.8,14.24,1.06,113,-3.56,18.78,16.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,31,8,5.52,31,-0.02,0.03,0.05,-0.03,,0.04
Álvaro Martín Barreal,Santos,"Serie A, Brasil",2026,533,Left Midfielder,Argentina,26,16/08/00,0.17,0.17,0.08,0.04,2.03,8,25,2,,0.18,0,0.04,1.18,0,0.03,0.84,0,0.01,0.34,0.17,0.13,3.21,0.04,2.36,1.52,0.84,64,1.69,0,1.18,1.69,0.34,0.26,0.84,0.94,17.05,8.95,0.07,5.23,47.92,1.18,3.71,1.52,1.86,64,1.35,1.61,1.52,38,0.84,33,0.34,0,14.01,13.23,3.55,3.04,1.18,50.58,7.94,57,2.7,89,0.34,0,0,34.61,71,3.21,94,51,2.03,5.07,21,57,-14,56.54,3.71,0.26,0.32,34.78,95,5.47,9.46,0,0,0,0,2.03,2.03,0.17,,0,0,0,22,69,9,21,63,16,21.76,18.67,0.93,105,-3.09,20.2,19.53,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,8,3.44,27,-0.04,0.07,0.05,0.02,,0.1
Patrick de Paula,Clube do Remo,"Serie A, Brasil",2026,529,Left Centre Midfielder,Brazil,27,07/09/99,0,0,0.15,0.05,3.06,0,17,3,,0.06,0.34,0.15,1.53,0.34,0.14,1.19,0,0.02,0.34,0.34,0.3,4.59,0.04,1.19,1.02,0.17,86,2.89,0,1.7,0.85,1.02,0.74,1.02,0.58,19.56,10.21,0.01,5.61,43.61,3.57,6.12,1.36,2.38,62,0.73,1.47,1.19,33,0.85,60,0.51,0,17.01,10.65,4.76,4.42,1.7,43.97,7.14,42,2.38,54,0.68,0,0,30.45,80,3.06,86,53,1.87,4.93,21,76,-4,55.09,6.63,0.47,0.62,26.36,97,5.23,9.86,0.85,0.51,0.34,0,1.19,1.7,0.17,0,0,0,0,21,70,9,29,69,2,22.3,19.23,0.9,93,-3.06,20.05,17.8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,6,5.88,42,0.06,0.08,0.01,-0.11,,0.05
Camutanga,EC Vitória,"Serie A, Brasil",2026,527,Right Centre Back,Brazil,33,26/09/93,0,0,0.04,0.07,0.51,0,33,0,,0,0,0.03,0.17,0,0.03,0.17,0,0,0,0,0.07,0.68,-0.07,0,0,0,,0.34,0,0.34,0.17,1.2,0.82,5.47,3.54,9.05,5.3,0.11,4.95,23.79,1.88,7,1.71,2.9,83,1.25,2.08,0.85,67,0.34,90,3.07,0,6.49,4.08,2.22,0.85,0.17,28.26,0.51,8,0.17,20,0,0,0,24.43,81,1.71,13,50,5.47,3.42,15,77,-4,37.11,0.85,0.2,0.23,17.08,98,4.15,1.37,0.17,0.17,0,0,0.85,1.02,0,0,0,,0,26,68,6,50,38,13,22,16.99,0.93,103,-5.01,20.52,17.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,7,1.5,11,0.03,0.02,0.03,-0.1,,-0.02
