Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Djorkaeff Reasco,Independiente del Valle,Liga Pro,2026,1536,Centre Forward,Ecuador,27,17/01/99,0.47,0.47,0.57,0.18,3.22,15,38,8,0,0.45,0.06,0.04,0.47,0.06,0.04,0.47,0,0,0,0.53,0.61,3.69,-0.08,0.47,0.35,0.12,75,1.7,0.06,1,1.76,0.12,0.14,0.35,0.47,11.72,5.16,0,3.57,67.24,2.87,1.93,0.41,0.53,64,0.46,0.6,0.88,0,0.23,42,1.23,0,10.43,12.35,3.34,2.34,0.94,69.27,8.61,83,1.82,78,0.12,0,0,10.19,77,0.7,28,71,0.76,0.59,29,65,-12,58.75,1.7,0.57,0.85,11.37,84,4.06,3.87,0.47,0.47,0,0.12,6.62,7.09,0,13,0.12,50,0.23,7,65,27,8,71,21,17.25,16.5,1.03,106,-0.76,17.76,17.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,5,2.31,13,0,0.02,0.02,-0.06,,-0.02
Eber Caicedo,Delfin,Liga Pro,2026,330,Left Centre Forward,Ecuador,35,02/05/91,0,0,0.39,0.13,3,0,27,7,,0.31,0,0.08,0.82,0,0.08,0.82,0,0,0,0,0.47,3.82,-0.47,1.09,0.55,0.55,50,1.64,0,1.09,2.18,0,0,0.27,0.34,11.73,5.46,0.03,3.82,61.87,3,1.36,0.55,0.55,100,0.6,0.6,2.18,100,0,63,6.55,0,9,8.58,3.55,1.36,0.55,61.47,6.55,73,1.36,100,0.27,0,0,15.55,66,0.27,11,25,0.82,0.55,39,48,-18,58.52,1.64,0.41,0.57,11.46,81,4.28,3.82,0,0,0,0.82,9.55,9.55,0,,0,0,1.09,13,69,19,7,79,14,15.92,13.23,0.99,76,-2.69,15.71,9.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,6,1.88,16,0.08,-0.06,-0.01,-0.05,,-0.03
Eddie Guevara,Deportivo Cuenca,Liga Pro,2026,1433,Right Centre Back,Ecuador,36,01/04/90,0,0,0.01,0.03,0.31,0,40,0,,0.01,0,0.01,0.13,0,0.01,0.13,0,0,0,0,0.02,0.44,-0.02,0.13,0,0.13,0,0.75,0,0.44,0.44,0.75,0.62,4.58,3.13,7.1,3.27,0.06,3.52,25.9,8.41,1.95,0.82,1.57,62,0.74,1.35,0.57,13,0.5,57,1.76,0.06,5.71,4.57,2.32,1,0.31,32.69,0.88,15,0.25,25,0.06,0,0,35.41,79,2.64,9,43,5.4,5.34,12,55,-24,40.27,4.4,0.18,0.18,28.07,97,4.09,4.9,0.38,0.25,0.13,0,0.13,0.38,0.06,17,0.06,17,0,35,59,5,49,50,1,24.8,24.67,0.9,86,-0.13,22.23,21.16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,7,3.33,26,0.08,0.04,-0.02,-0.01,,0.09
Eddy Mejía,Universidad Católica,Liga Pro,2026,2029,Left Wing,Ecuador,26,08/03/00,0.13,0.13,0.11,0.07,1.55,9,43,2,,0.13,0.09,0.17,1.69,0.04,0.14,1.42,0.04,0.02,0.27,0.22,0.28,3.24,-0.06,1.33,1.15,0.18,87,0.93,0.04,1.2,1.33,0.49,0.5,0.62,0.73,11.31,4.97,0.01,4.21,45.61,6.21,3.24,0.89,1.38,56,0.94,1.44,0.31,17,0.71,50,0.18,0.04,10.12,12.84,3.11,2.17,0.84,48.95,5.1,50,1.51,69,0,0,0.04,42.28,82,2.88,82,52,1.2,4.92,12,76,-7,57.28,5.28,0.49,0.65,41.66,95,5.92,14.95,1.51,1.15,0.35,0.31,3.11,4.26,0.13,50,0.93,30,0.44,14,70,16,15,62,23,18.93,17.76,0.93,97,-1.17,17.66,17.3,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,6,6.92,41,0.07,0.16,0.01,0.02,,0.26
Edilson Alejandro Cabeza Almeida,Delfin,Liga Pro,2026,615,Right Centre Back,Ecuador,24,07/07/02,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.88,0,0.44,0.29,1.02,0.32,5.56,1.63,12.28,7.9,0.07,6.29,20.33,7.6,1.17,2.19,3.22,88,0.5,0.82,0.88,71,0.29,43,0.88,0,9.21,2.9,4.09,1.61,0.58,23.5,0.73,8,0.29,18,0.44,0,0,14.92,68,2.49,6,46,5.85,5.12,11,54,-15,37.26,1.32,0.14,0.14,11.26,95,4.39,1.46,0.15,0,0.15,0,0,0,0,0,0,,0,36,60,4,40,60,0,27.69,23.62,0.83,115,-4.07,23.12,27.19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,5,1.86,17,0.03,0.02,0.08,,,0.14
Edinson Manuel Mero Figueroa,Guayaquil City,Liga Pro,2026,2657,Centre Forward,Ecuador,28,02/08/98,0.3,0.3,0.29,0.13,2.27,13,40,6,0,0.29,0.1,0.06,0.58,0.1,0.06,0.58,0,0,0,0.41,0.35,2.85,0.06,1.39,0.58,0.81,41,1.19,0,2.68,3.66,0.17,0.14,0.61,0.59,10.84,3.83,0,2.51,67.52,2.78,1.86,0.2,0.37,60,0.28,0.42,0.51,0,0.14,31,1.59,0,10.16,12.51,2.3,3.08,0.95,70.74,9.05,89,2.81,91,0.07,0,0,11.45,77,0.37,8,52,0.68,0.64,28,63,-15,65.09,1.02,0.23,0.45,15.38,69,4.65,5.32,0.2,0.2,0,0.34,5.96,6.17,0.03,0,0.14,40,0.58,10,63,27,11,62,26,15.07,13.24,0.99,111,-1.83,14.86,14.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,9,2.2,23,-0.03,-0.02,0,0.05,,0
Edison Caicedo,Manta FC,Liga Pro,2026,1965,Right Back,Ecuador,27,10/09/99,0,0,0.01,0.03,0.46,0,20,0,,0,0,0.02,0.37,0,0.02,0.27,0,0,0.09,0,0.03,0.82,-0.03,0.41,0.18,0.23,44,1.28,0,0.6,0.87,1.37,0.98,2.34,1.71,13.6,6.23,0.03,6.05,31.38,7.74,2.06,1.92,3.3,72,1.63,2.62,0.78,50,0.73,45,0.78,0.05,10.95,8.88,4.35,1.56,0.6,34.47,2.11,19,0.87,56,0.18,0,0,30.36,69,2.7,9,39,3.07,6.18,13,51,-18,43.61,3.16,0.21,0.22,25.83,96,4.03,3.89,0.64,0.37,0.27,0.05,0.27,0.64,0.05,21,0.27,19,0.05,36,59,5,36,56,7,23.8,21.74,0.87,80,-2.06,20.8,17.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,10,2.75,24,0.09,0.05,0.04,-0.02,,0.16
Edison Vega,Deportivo Cuenca,Liga Pro,2026,2171,Left Defensive Midfielder,Ecuador,36,07/03/90,0,0,0.04,0.08,0.54,0,31,1,,0.01,0,0.03,0.58,0,0.03,0.58,0,0,0,0,0.07,1.12,-0.07,0.29,0.25,0.04,86,1.49,0,0.66,0.29,0.5,0.48,1.53,1.22,13.55,6.96,0.01,4.93,37.26,7.63,3.11,1.37,1.87,73,1.18,1.67,0.62,25,0.5,40,0.33,0,11.61,10.24,4.02,2.32,0.62,39.9,3.36,29,1.41,61,0.21,0,0,36.6,86,2.45,82,67,1.91,3.27,13,74,-13,48.69,4.44,0.28,0.32,31.13,97,4.42,6.63,0.5,0.5,0,0,0.62,1.12,0.08,25,0.12,30,0.08,19,71,10,25,69,6,19.73,17.17,0.97,103,-2.56,19.13,17.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,5,3.27,23,-0.01,0.05,0.02,-0.02,,0.04
Edwin Ernesto Mesa Mercado,Técnico Universitario,Liga Pro,2026,2483,Right Back,Ecuador,28,08/07/98,0.04,0.04,0.02,0.04,0.47,8,31,1,,0.02,0,0.02,0.43,0,0.02,0.43,0,0,0,0.04,0.05,0.91,-0.01,1.34,0.83,0.51,62,0.62,0,0.98,1.2,1.27,0.83,2.68,1.6,14.21,6.96,0.04,5,32.58,7.94,2.5,1.85,3.12,68,1.32,2.15,1.01,49,0.87,44,0.69,0,11.38,7.41,3.19,2.17,0.69,38.44,3.55,31,1.45,67,0.14,0,0,24.07,67,1.99,15,38,3.01,4.93,8,48,-19,53.15,3.41,0.15,0.16,21.1,91,5,6.13,0.72,0.65,0.07,0.25,1.23,1.88,0.04,50,0.54,25,0.36,32,58,10,19,60,21,21.64,16.97,0.89,102,-4.68,19.26,17.3,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,9,3.14,24,0.08,0.06,0.05,-0.01,,0.18
Elian Caicedo,Mushuc Runa,Liga Pro,2026,335,Left Centre Forward,Ecuador,21,02/06/05,0,0,0.07,0.09,0.81,0,0,3,0,0,0,0.05,0.81,0,0.05,0.81,0,0,0,0,0.12,1.61,-0.12,1.34,0.54,0.81,40,0.54,0,1.34,2.69,0,0,0.27,0.41,11.02,4.03,0.04,1.88,68.31,3.23,2.42,0,0,,0,0,0.54,,0,44,4.03,0,10.48,8.66,1.88,1.88,0.27,69.38,8.87,85,1.61,86,0.27,0,0,12.9,48,0.27,9,33,0.54,0.54,44,30,-18,62.99,1.08,0.21,0.38,11.83,68,3.19,3.23,0,0,0,0.27,4.3,4.3,0,,0.27,100,0.81,21,58,21,25,75,0,15.04,11.74,1.09,106,-3.3,16.36,12.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,40,4,2.66,14,-0.09,-0.05,0.09,-0.21,,-0.26
Elvis Patta,Libertad,Liga Pro,2026,2718,Right Back,Ecuador,36,16/11/90,0,0,0.03,0.06,0.6,0,22,1,,0.06,0.13,0.07,0.79,0.13,0.07,0.73,0,0,0.07,0.13,0.11,1.39,0.03,0.5,0.4,0.1,80,0.93,0,0.63,0.73,0.73,0.63,1.49,1.19,13.21,6.69,0.02,4.77,33.35,7.62,2.65,1.56,2.28,64,1.3,1.93,0.43,47,0.86,51,0.66,0,11.23,8.52,3.48,2.15,0.93,36.42,2.95,26,1.13,52,0.03,0,0,33.31,74,1.95,13,40,2.15,4.21,12,60,-14,51.42,4.21,0.25,0.29,28.34,97,3.66,8.41,0.83,0.66,0.17,0.17,1.19,1.85,0,48,0.46,25,0.17,36,57,8,27,58,15,20.55,18.39,0.9,92,-2.16,18.51,16.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,11,4.58,37,0.14,0.04,0.08,-0.01,,0.26
Elvis Velasco,Mushuc Runa,Liga Pro,2026,1506,Left Midfielder,Ecuador,27,02/09/99,0.12,0.12,0.09,0.05,1.85,6,29,3,,0.07,0.18,0.22,1.67,0.18,0.17,1.14,0,0.04,0.54,0.3,0.31,3.53,-0.01,2.33,1.43,0.9,62,1.91,0.06,1.43,2.03,0.66,0.64,0.18,0.14,10.94,5.98,0,2.99,49.01,5.32,2.87,0.66,1.31,58,0.55,1.2,0.48,22,0.48,9,0.06,0,9.8,8.71,2.45,1.73,0.48,50.76,5.14,52,1.37,79,0,0,0,25.22,68,3.17,10,48,0.72,6.1,18,66,-2,62,5.62,0.25,0.42,29.34,89,8.03,9.08,2.15,1.25,0.9,0.24,1.61,2.87,0.18,19,0.78,27,0.3,15,73,12,21,66,13,23.8,18.37,0.89,94,-5.43,21.17,17.34,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,7,5.09,35,0.05,0.18,0,-0.07,,0.16
Emerson Pata,Independiente del Valle,Liga Pro,2026,1664,Left Midfielder,Ecuador,22,10/07/04,0.43,0.43,0.17,0.05,3.62,12,45,4,,0.25,0.11,0.15,1.3,0.11,0.15,1.3,0,0,0,0.54,0.33,4.92,0.21,2.11,1.14,0.97,54,0.7,0,1.57,2.97,0.38,0.45,0.76,0.87,8.49,3.62,0.01,3.19,47.42,5.3,3.41,0.54,0.92,83,0.59,1.04,0.49,50,0.11,25,0.11,0,7.46,9.17,2.54,2.16,0.76,51.33,4.06,54,1.84,85,0.05,0,0,39.85,79,3.89,13,64,1.46,5.41,13,79,0,61.94,5.46,0.62,0.87,42.99,92,5.93,15.74,2,2,0,0.38,3.57,5.57,0.05,41,1.14,27,0.54,11,69,20,17,67,16,21.92,20.53,0.96,105,-1.39,21.12,21.58,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,5,6.28,34,0.08,0.13,0.02,0.02,,0.25
Emiliano Griffa,Leones del Norte,Liga Pro,2026,2041,Left Defensive Midfielder,Argentina,27,10/06/99,0.22,0.22,0.09,0.08,1.23,18,43,2,,0.15,0.04,0.1,1.23,0,0.07,0.88,0.04,0.03,0.35,0.26,0.19,2.47,0.07,0.97,0.62,0.35,64,1.5,0,0.88,1.23,0.57,0.5,1.1,0.74,18.39,8.77,0.02,5.73,41.27,7.67,3.48,1.59,2.16,67,1.36,1.86,1.23,28,0.79,32,0.4,0.04,15.56,12.74,4.67,3.88,1.54,43.96,5.51,35,1.98,51,0.22,0,0,31.57,75,4.01,10,55,2.03,6.39,15,71,-4,52.9,5.64,0.38,0.44,29.45,93,6.54,6.92,1.32,0.44,0.88,0.09,0.57,1.01,0.18,23,0.44,30,0.09,22,68,10,36,61,3,23.32,20.83,0.92,100,-2.49,21.4,20.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,7,5.88,41,0.03,0.1,0.05,0.07,,0.24
Enrique Caicedo,Libertad,Liga Pro,2026,521,Centre Forward,Ecuador,23,11/04/03,0.17,0.17,0.21,0.07,2.77,6,38,6,,0.18,0.35,0.09,0.69,0.35,0.09,0.69,0,0,0,0.52,0.3,3.46,0.22,0.86,0.35,0.52,40,1.21,0,1.21,3.46,0.35,0.18,1.56,0.82,21.44,8.3,0,4.32,53.93,3.98,1.73,1.9,2.25,79,0.83,1.01,2.77,40,0.52,43,2.94,0.17,16.94,8.89,3.8,3.63,1.21,56.79,9.68,57,2.59,71,0.17,0,0,15.73,65,1.04,32,55,2.07,1.38,31,57,-9,55.74,2.25,0.37,0.59,16.6,80,6.38,3.8,0.35,0.35,0,0.17,5.19,5.53,0.35,0,0,0,0.17,17,63,19,23,59,18,16.27,17.18,1.02,116,0.91,16.52,19.91,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,3,2.2,21,-0.08,-0.01,0.04,-0.12,,-0.17
Enzo Rubio,Delfin,Liga Pro,2026,2392,Right Back,Argentina,23,09/06/03,0,0,0.02,0.05,0.49,0,23,0,,0,0,0.04,0.26,0,0.04,0.26,0,0,0,0,0.06,0.75,-0.06,0.79,0.38,0.41,48,0.9,0,0.64,1.09,1.32,0.97,2.56,1.71,13.59,6.17,0.03,5.34,26.91,9.03,2.03,2.56,3.88,75,1.61,2.59,1.51,65,0.87,68,1.58,0,9.56,6.58,3.31,1.39,0.38,29.21,1.77,19,0.72,51,0.26,0,0,27.77,70,3.27,7,49,3.58,5.72,14,55,-15,44.72,4.37,0.22,0.26,23.67,94,5.06,4.37,0.68,0.38,0.3,0.11,1.35,1.73,0,11,0.11,19,0.19,39,57,4,42,55,3,23.19,20.78,0.9,99,-2.41,20.84,20.49,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,10,3.12,28,0.13,0.03,0.04,-0.02,,0.18
Eric Reasco,Universidad Católica,Liga Pro,2026,1657,Left Back,Ecuador,23,04/06/03,0.05,0.05,0.02,0.07,0.27,20,20,0,,0.05,0.11,0.04,0.27,0.11,0.04,0.27,0,0,0,0.16,0.06,0.54,0.1,1.36,0.6,0.76,44,1.52,0.05,0.87,1.79,1.09,1.28,1.52,1.89,14.34,6.9,0.01,6.85,34.58,7.44,2.39,1.74,2.83,64,2.11,3.39,0.87,52,0.98,47,0.43,0.05,11.74,15.36,4.94,2.06,0.71,38.9,3.8,32,1.63,79,0.16,0,0,32.87,84,1.58,81,60,2.01,2.12,14,74,-10,49.86,4.35,0.29,0.31,31.89,93,4.73,8.37,0.54,0.49,0.05,0.22,1.41,1.9,0.05,30,0.27,38,0.33,28,61,11,28,58,14,17.94,16.76,0.96,103,-1.18,17.23,17.26,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,13,3.98,24,0.11,0.05,0.05,0.03,,0.25
Erick Alexander Pluas Vera,Orense,Liga Pro,2026,775,Right Defensive Midfielder,Ecuador,24,19/03/02,0,0,0,,0,,,0,,0,0.12,0,0.35,0.12,0,0.35,0,0,0,0.12,0,0.35,0.11,0.35,0.23,0.12,67,0.93,0,0.81,0.7,0.58,0.69,0.93,0.86,15.9,9.17,0.01,6.04,39.72,9.29,3.83,1.63,2.21,78,1.84,2.54,1.28,43,0.46,40,0.23,0.23,13,13.44,4.64,3.25,1.04,42.01,4.41,34,2.21,68,0.35,0,0,47.24,90,3.48,15,67,1.51,4.64,14,85,-5,48.78,7.43,0.31,0.31,39.58,97,3.49,10.79,0.12,0.12,0,0.12,0.23,0.35,0,0,0,,0.12,21,73,6,24,75,1,19.73,18.2,0.96,99,-1.52,18.95,18.11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,5.91,42,0.04,0.06,0.02,,,0.11
Erick Patricio Ladines Calvache,Guayaquil City,Liga Pro,2026,443,Left Centre Back,Ecuador,24,19/02/02,0,0,0.06,0.28,0.2,0,0,0,,0,0,0.03,0.2,0,0.03,0.2,0,0,0,0,0.08,0.41,-0.08,0,0,0,,0,0,0.2,0.2,0.2,0.11,2.85,2.09,9.15,4.47,0.1,5.9,20.53,5.08,0.81,1.22,1.42,86,1.26,1.36,0.2,100,0.2,50,1.02,0,7.93,7.41,4.07,1.02,0.61,23.11,0.2,3,0,0,0.2,0,0,28.06,68,3.25,91,33,4.47,8.13,13,37,-31,34.9,2.64,0.26,0.26,23.38,99,5.02,3.05,0.81,0.81,0,0,0.61,1.42,0,50,0.41,33,0,39,57,4,33,60,7,29.42,30.46,0.75,64,1.04,22.12,19.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,7,1.55,14,0.1,0,0.09,-0.04,,0.14
Erick Zambrano,Orense,Liga Pro,2026,1081,Right Wing,Ecuador,19,13/11/07,0.17,0.17,0.12,0.08,1.58,11,63,3,,0.2,0.25,0.16,1.08,0.25,0.16,1.08,0,0,0,0.42,0.28,2.67,0.13,1.25,0.83,0.42,67,1.08,0,2.75,2.33,0.08,0.15,0.33,0.34,15.74,7.25,0.02,3.58,51.59,4.33,1.83,0.92,1,69,1.29,1.44,2,17,0.42,42,0.42,0,12.83,14.51,3.25,3.91,1.08,53.04,7.08,55,3.25,83,0.08,0,0,23.9,79,0.42,86,50,0.58,0.58,14,64,-15,62.94,2.91,0.39,0.55,27.73,84,6.08,9.91,1.25,1.25,0,0.25,3.33,4.58,0,33,0.42,29,0.5,15,67,17,12,66,23,14.35,15.99,0.94,91,1.65,13.42,14.61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,10,5.11,33,0,0.06,-0.01,0.03,,0.09
Erick Zúñiga,Delfin,Liga Pro,2026,1105,Left Wing Back,Ecuador,23,31/05/03,0,0,0.07,0.16,0.41,0,20,1,,0.01,0,0.05,0.65,0,0.05,0.65,0,0,0,0,0.11,1.06,-0.11,1.22,0.81,0.41,67,0.65,0,0.98,1.3,0.9,0.52,2.2,0.88,12.46,7.08,0.03,4.56,32.99,7.08,1.47,1.22,2.12,65,0.62,1.15,1.14,36,0.65,63,0.98,0.08,10.1,4.75,3.18,1.55,0.49,34.97,2.12,21,0.98,63,0.41,0,0,24.1,69,1.95,84,40,2.85,4.23,16,48,-21,51.2,5.21,0.19,0.28,21.74,91,6.49,5.54,1.3,0.81,0.49,0.08,0.81,1.63,0,44,0.65,35,0.08,39,53,7,40,49,12,21.75,18.83,0.92,97,-2.91,20.09,18.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,14,2.22,20,0.18,0.04,0.01,-0.04,,0.2
Erik Zambrano,Delfin,Liga Pro,2026,640,Centre Forward,Ecuador,24,02/01/02,0.42,0.28,0.23,0.1,2.39,12,24,4,100,0.04,0,0.04,0.84,0,0.03,0.7,0,0,0.14,0.28,0.26,3.23,0.02,2.25,1.41,0.84,63,1.26,0.14,2.95,4.08,0,0,1.26,0.46,17.71,6.75,0.03,5.62,54.81,4.78,2.81,0.56,0.56,67,0.15,0.15,2.11,33,0.28,34,1.41,0,15.04,5.34,4.78,4.78,1.26,58.66,10.68,71,4.08,85,0.14,0,0.14,11.52,59,0.7,27,63,1.41,0.98,21,52,-7,59.94,1.69,0.16,0.37,16.3,68,5.07,3.79,0.56,0.42,0.14,0.14,4.22,4.64,0.14,0,0.14,25,0.28,29,57,14,33,63,4,17.76,14.25,1.05,110,-3.51,18.62,15.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,35,14,2.23,19,0.01,0.07,0.01,-0.16,,-0.07
Erik Zambrano,Barcelona,Liga Pro,2026,587,Right Centre Forward,Ecuador,24,02/01/02,0,0,0.21,0.09,2.45,0,19,4,,0.03,0.15,0.06,0.77,0.15,0.06,0.77,0,0,0,0.15,0.27,3.22,-0.12,1.23,0.77,0.46,63,1.69,0,2.3,2.61,0,0,0.31,0.39,11.97,5.52,0,3.53,53.46,6.14,3.68,0.31,0.31,40,0.26,0.26,0.92,50,0.46,27,0.92,0,10.89,12.47,3.07,3.68,1.07,53.37,6.14,56,2.91,79,0.15,0,0,24.08,65,1.69,21,69,1.07,1.69,27,60,-4,60.64,3.53,0.34,0.48,26.54,83,4.98,8.28,1.23,1.23,0,0.15,3.37,4.6,0,38,0.61,44,0,19,66,16,13,69,19,17.63,15.47,1.09,116,-2.15,19.16,17.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,8,3.84,25,0.04,0.07,-0.01,-0.13,,-0.03
Esnaider Eliecer Cabezas Castillo,Guayaquil City,Liga Pro,2026,344,Left Centre Back,Ecuador,27,26/02/99,0,0,0.03,0.13,0.26,0,100,0,,0.06,0,0,0,0,0,0,0,0,0,0,0.03,0.26,-0.03,0.26,0.26,0,100,0.26,0,0.52,0.52,1.05,1.33,2.87,3.5,5.75,2.09,0.02,3.4,21.98,7.84,1.83,1.05,2.09,67,0.61,1.95,0.52,50,0.52,83,1.31,0,4.18,3.98,2.09,0.52,0.26,26.3,0.78,19,0.26,50,0.26,0,0,45.99,88,7.58,19,64,3.66,10.98,10,80,-8,35.27,2.35,0.16,0.16,39.2,99,5.37,2.35,0,0,0,0,0.26,0.26,0,,0,,0,34,63,3,56,44,0,26.5,19.65,0.9,106,-6.85,23.81,20.79,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,8,2.38,27,0.07,0.13,-0.15,0.02,,0.07
Estalin Tiberio Segura Cortés,Emelec,Liga Pro,2026,1448,Left Centre Back,Ecuador,26,21/01/00,0,0,0.04,0.09,0.44,0,14,0,,0,0.06,0.01,0.06,0.06,0.01,0.06,0,0,0,0.06,0.05,0.5,0.02,0.31,0.25,0.06,80,0.44,0,0.19,0.06,0.68,0.65,4.23,4.12,10.38,5.1,0.05,4.85,25.03,7.52,0.81,1.31,1.99,81,1.22,1.87,1.12,33,0.31,67,2.18,0,7.95,6.98,3.11,0.99,0.44,29.11,1.06,13,0.37,38,0.06,0,0.12,36.54,87,2.49,78,55,4.85,3.92,12,68,-18,34.43,1.31,0.25,0.27,29.46,99,4.54,1.43,0,0,0,0.06,1.24,1.24,0,,0,0,0.06,21,75,3,35,61,4,22.86,22.38,0.95,88,-0.48,21.63,19.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,8,2.05,17,0.02,0.05,0.04,-0.04,,0.08
Esteban Davila,Mushuc Runa,Liga Pro,2026,2456,Right Defensive Midfielder,Ecuador,30,06/02/96,0.07,0.07,0.08,0.08,0.95,8,31,2,,0.09,0.15,0.07,0.66,0.15,0.07,0.66,0,0,0,0.22,0.15,1.61,0.07,0.29,0.18,0.11,63,0.7,0,0.55,0.77,0.95,0.85,1.39,1.35,23.42,13.49,0.04,7.7,41.71,8.65,3.37,2.24,3.19,73,2.08,2.93,2.27,50,0.81,56,1.14,0,18.91,17.71,6.16,3.96,1.5,44.28,6.93,37,2.27,57,0.37,0,0,31.89,85,3.7,17,76,1.87,4.4,14,75,-10,47.38,3.15,0.3,0.37,25.33,96,4.88,6.45,0.37,0.37,0,0.11,1.21,1.58,0.04,20,0.07,33,0.11,20,70,11,19,70,11,21.36,19.13,0.98,100,-2.24,20.9,19.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,3.46,23,0.02,0.08,0.04,0,,0.15
F.Ratotti,Delfin,Liga Pro,2026,409,Right Centre Forward,Argentina,21,12/07/05,0,0,0.28,0.1,2.86,0,15,9,,0.13,0,0.01,0.44,0,0.01,0.44,0,0,0,0,0.3,3.3,-0.3,2.2,1.76,0.44,80,1.1,0,2.42,3.52,0,0,0.44,0.1,12.98,5.5,0,1.98,57,3.96,2.42,1.1,1.1,83,0.6,0.6,0.66,0,0.22,43,2.86,0,11.66,5.7,1.76,1.98,0.22,57.21,7.26,62,1.54,78,0,0,0,12.76,51,0.22,22,25,0.66,0.66,43,46,-5,59.09,1.76,0.11,0.32,15.18,71,6.51,3.3,0.44,0.44,0,0,5.72,6.16,0,0,0,0,0,26,67,7,47,47,7,18.47,18.19,1.1,111,-0.29,20.24,20.14,0,0,0,0,0,,0,0,,0,0,0,0,0,0,39,5,1.56,12,-0.02,-0.05,0.01,-0.19,,-0.25
