Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Guus Til,PSV Eindhoven,Eredivisie,2025/2026,1853,Centre Attacking Midfielder,Netherlands,28,21/12/97,0.58,0.58,0.36,0.15,2.43,24,46,4,,0.39,0.1,0.16,1.36,0.1,0.16,1.36,0,0,0,0.68,0.52,3.79,0.16,0.68,0.34,0.34,50,0.68,0.05,1.41,1.99,0.15,0.16,0.87,1.14,22.01,10.74,0.01,6.22,63.5,2.04,3.5,0.78,0.92,70,0.97,1.13,0.83,46,0.34,50,1.17,0,20.45,28.79,5.68,4.27,1.26,66.46,15.89,78,3.21,75,0.05,0,0,24,80,0.39,14,62,0.97,0.53,20,71,-8,61.74,3.01,0.56,0.84,22.25,89,5.5,10.3,0.92,0.92,0,0.58,7.34,8.26,0.15,21,0.39,26,0.97,13,69,19,14,66,20,15.69,13.6,1,102,-2.09,15.61,13.91,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,8,4.84,26,-0.02,0.08,0.04,0.03,,0.13
Dani de Wit,FC Utrecht,Eredivisie,2025/2026,1838,Centre Attacking Midfielder,Netherlands,28,27/01/98,0.2,0.2,0.17,0.14,1.22,16,44,2,,0.23,0.1,0.06,0.64,0.1,0.06,0.64,0,0,0,0.29,0.23,1.86,0.06,0.34,0.29,0.05,86,1.57,0,0.49,1.22,0.49,0.33,1.52,1.03,29.14,17.34,0.02,7.74,51.87,4.51,8.08,1.37,1.86,67,1.14,1.46,2.4,30,0.69,58,4.41,0,25.37,20.17,6.66,5.19,1.57,55.25,14.64,58,3.72,72,0.24,0,0,30.51,70,0.49,12,50,1.81,0.69,26,59,-11,55,1.86,0.41,0.5,16.6,94,3.08,6.22,0.15,0.15,0,0.34,3.77,3.92,0,0,0,0,0.54,21,64,15,17,61,21,14.38,13.68,0.97,102,-0.7,13.9,14,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,9,3.51,22,-0.04,0.01,-0.02,0.01,,-0.03
Mauro Júnior,PSV Eindhoven,Eredivisie,2025/2026,1836,Left Back,Brazil,27,05/05/99,0.05,0.05,0.06,0.09,0.74,7,33,1,,0.05,0.39,0.18,1.37,0.39,0.18,1.37,0,0,0,0.44,0.24,2.11,0.2,1.32,0.83,0.49,63,0.78,0,0.98,1.62,1.27,1.79,1.32,1.86,20.49,9.85,0.03,7.84,40.78,4.75,11.32,2.6,3.87,71,3.83,5.62,0.88,37,1.08,45,0.64,0.15,17.15,24.26,6.22,5.15,2.3,44.03,7.11,41,2.89,56,0.1,0,0,63.77,88,3.63,82,77,2.25,3.77,14,77,-11,53.27,6.42,0.74,0.83,55.53,97,4.81,20,1.57,1.47,0.1,0.39,2.5,3.97,0.05,28,0.69,48,0.59,21,66,12,21,65,14,18.11,18.06,1,105,-0.05,18.02,18.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,8,8.03,40,0.15,0.11,0.06,0.01,,0.33
Mohammed Amine Ihattaren,Fortuna Sittard,Eredivisie,2025/2026,1833,Right Wing,Netherlands,24,11/02/02,0.29,0.15,0.15,0.05,2.85,5,41,3,100,0.17,0.49,0.27,2.31,0.2,0.13,1.33,0.29,0.14,0.98,0.64,0.42,5.15,0.21,2.31,1.37,0.93,60,0.98,0,1.82,2.65,0.29,0.2,0.25,0.15,19.68,8.34,0,5.3,57.48,3.09,5.74,0.44,0.74,47,0.28,0.48,0.54,23,0.49,44,0.54,0,18.8,13.02,4.81,4.76,1.23,58.67,11.78,63,3.93,82,0.2,0,0,34.31,73,3.98,87,56,0.83,6.48,24,74,1,60.79,5.74,0.4,0.58,34.7,92,5.09,12.37,2.85,1.72,1.13,0.29,2.9,4.61,0.2,26,0.83,36,0.29,15,70,14,23,70,7,20.74,14.77,0.95,98,-5.96,19.64,14.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,10,7.29,53,0.25,0.11,0.01,-0.02,,0.35
Patrick Brouwer,Telstar,Eredivisie,2025/2026,1828,Left Attacking Midfielder,Netherlands,25,18/03/01,0.34,0.34,0.35,0.17,2.02,17,46,3,,0.43,0.2,0.2,1.72,0.2,0.19,1.53,0,0.01,0.2,0.54,0.55,3.74,-0.01,1.18,0.54,0.64,46,1.38,0,1.18,2.07,0.34,0.25,0.54,0.28,24.81,11.96,0.01,6.3,50.4,3.2,6.01,1.53,1.87,67,1.1,1.35,1.13,54,0.74,39,0.94,0,22.15,16.12,5.51,4.97,1.33,52.63,11.96,54,3.84,77,0.05,0,0,22.74,66,1.08,16,50,0.89,1.82,28,62,-3,61.82,2.86,0.39,0.67,21.51,87,5.5,8.07,1.33,1.18,0.15,0.54,4.73,5.91,0.1,26,0.49,25,0.84,19,69,12,18,70,12,17.6,15.44,0.96,102,-2.15,16.83,15.74,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,12,4.55,33,0.05,0.09,0.02,0.08,,0.24
Jasper Dahlhaus,Fortuna Sittard,Eredivisie,2025/2026,1825,Left Back,Netherlands,24,26/11/01,0,0,0.02,0.04,0.54,0,27,1,,0,0.05,0.05,0.59,0.05,0.05,0.59,0,0,0,0.05,0.07,1.13,-0.02,1.13,0.64,0.49,57,0.74,0,1.09,1.13,2.07,1.67,3.55,2.6,15.39,7.15,0.02,6.46,31.59,3.6,10.65,1.58,3.65,70,1.36,3.03,1.33,46,0.69,61,2.02,0.1,12.58,10.39,4.98,3.11,1.73,35.89,4,32,1.73,56,0.2,0,0,33.2,76,1.83,91,42,4.34,3.6,17,66,-10,49.25,3.55,0.26,0.3,28.9,93,6.06,6.41,0.39,0.3,0.1,0.1,0.99,1.28,0.05,63,0.3,23,0.2,32,56,12,33,55,12,19.76,19.18,0.92,94,-0.58,18.1,17.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,9,3.64,25,0.08,0.06,0.05,-0.03,,0.15
Robin Pröpper,Twente,Eredivisie,2025/2026,1822,Left Centre Back,Netherlands,32,22/09/93,0,0,0.07,0.06,1.09,0,18,0,,0.06,0,0.02,0.44,0,0.02,0.44,0,0,0,0,0.09,1.53,-0.09,0.25,0.15,0.1,60,0.74,0,0.15,0.15,0.74,0.93,4.3,5.1,13.34,6.87,0.1,5.93,27.35,3.16,12.6,1.83,2.57,74,2.22,3.15,1.19,63,0.64,65,2.96,0.05,10.32,12.69,4.15,2.27,0.74,33.23,2.32,22,1.09,48,0.25,0,0,59.68,85,5.78,21,56,5.73,8.84,13,67,-18,40.82,6.47,0.7,0.74,46.04,99,4.88,7.9,0.44,0.35,0.1,0,1.53,1.88,0.05,11,0.05,25,0.05,26,71,3,29,71,0,23.9,21.98,0.92,91,-1.92,21.93,20.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,8,6.2,29,0.1,0.07,0.07,-0.06,,0.19
Kaj de Rooij,PEC Zwolle,Eredivisie,2025/2026,1820,Left Wing,Netherlands,25,24/11/00,0.3,0.3,0.14,0.12,1.14,26,43,3,,0.15,0.25,0.22,0.89,0.2,0.21,0.84,0.05,0.01,0.05,0.54,0.36,2.03,0.19,1.58,0.74,0.84,47,2.77,0,1.73,3.21,0.44,0.24,0.54,0.41,19.28,8.95,0,4.45,51.06,2.13,4.2,1.04,1.48,66,0.84,1.08,1.33,21,0.54,39,1.83,0,16.91,11.49,3.51,2.77,0.74,51.85,8.8,52,2.08,75,0.15,0,0,20.02,69,0.49,8,40,0.79,0.99,27,62,-7,61.37,1.68,0.36,0.55,22.54,82,6.81,6.38,0.94,0.94,0,0.3,2.97,3.91,0.1,5,0.3,35,0.49,20,61,19,16,60,24,16.65,14.83,0.99,102,-1.82,16.49,15.1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,9,2.37,27,0.01,0.07,0,0,,0.09
Nick Viergever,FC Utrecht,Eredivisie,2025/2026,1819,Left Centre Back,Netherlands,36,02/08/89,0,0,0.05,0.12,0.45,0,0,0,,0,0,0.01,0.05,0,0.01,0.05,0,0,0,0,0.06,0.49,-0.06,0.1,0.1,0,100,0.1,0,0.15,0.15,0.99,0.6,4.25,3.03,8.81,5,0.07,3.96,28.74,3.22,10.49,0.84,1.83,71,0.72,1.32,0.94,58,0.35,62,1.98,0,7.07,5.47,2.52,1.43,0.64,38.48,2.62,37,0.89,62,0.15,0,0,43.49,84,2.47,88,58,5.34,3.17,13,65,-19,38.18,3.81,0.27,0.33,32.01,99,4.77,4.5,0,0,0,0.05,0.99,0.99,0,,0.05,50,0.1,32,64,4,48,48,3,20.89,21.6,0.96,91,0.71,20.07,19.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,11,3.68,22,0.01,0.05,0.06,-0.03,,0.09
Marco Rente,FC Groningen,Eredivisie,2025/2026,1817,Right Back,Germany,29,24/02/97,0.1,0.1,0.06,0.09,0.64,15,46,1,,0.11,0.15,0.11,1.44,0.15,0.11,1.44,0,0,0,0.25,0.17,2.08,0.08,0.89,0.69,0.2,78,0.4,0,0.3,1.04,1.68,1.59,2.87,2.6,12.63,5.2,0.04,3.86,30.74,3.47,10.7,2.13,3.81,72,2.09,3.68,0.69,43,0.84,71,3.96,0,9.81,9.64,2.63,1.88,0.69,35.3,2.63,27,1.24,66,0.15,0.05,0,35.96,72,2.82,18,54,3.76,4.36,18,59,-14,54.63,3.72,0.43,0.54,23.78,95,4.26,9.51,1.19,0.94,0.25,0.54,2.72,3.67,0,46,0.89,42,0.79,23,58,18,18,61,21,21.63,19.48,0.96,98,-2.16,20.85,19.1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,31,11,6,34,0.17,0.05,0.06,0.04,,0.32
Matisse Didden,FC Utrecht,Eredivisie,2025/2026,1816,Right Centre Back,Belgium,24,07/10/01,0.05,0.05,0.05,0.1,0.5,10,30,0,,0.05,0,0.01,0.35,0,0.01,0.35,0,0,0,0.05,0.06,0.84,-0.01,0.1,0.05,0.05,50,0.4,0,0.2,0.2,0.84,0.68,5.4,4.25,11.79,6.69,0.09,5.05,27.07,2.63,12.78,1.34,2.18,71,1.15,1.83,1.44,47,0.55,73,3.47,0.05,9.02,7.2,3.22,1.73,0.79,31.31,1.49,16,0.4,23,0.15,0,0,50.45,81,6.29,10,64,6.69,8.57,15,67,-13,35.96,2.73,0.35,0.39,36.67,99,5.16,3.17,0.3,0.3,0,0,1.39,1.68,0.05,17,0.05,50,0.1,26,70,5,34,61,5,24.99,23.48,0.95,102,-1.5,23.75,24.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,4.49,28,0.03,0.05,0.04,-0.04,,0.09
Davy Klaassen,Ajax,Eredivisie,2025/2026,1811,Right Centre Midfielder,Netherlands,33,20/02/93,0.3,0.3,0.15,0.13,1.14,26,43,2,,0.23,0.05,0.06,0.8,0.05,0.05,0.75,0,0,0.05,0.35,0.2,1.94,0.14,0.25,0.1,0.15,40,0.94,0,0.89,1.04,0.75,0.93,0.89,1.12,17.89,7.46,0.03,6.01,48.49,4.08,8.75,1.89,2.63,83,2.24,3.17,1.29,62,0.4,40,0.94,0,14.86,18.65,4.47,6.01,2.04,51.02,7.9,53,3.93,65,0.05,0,0,32.01,82,1.49,18,64,1.24,1.99,19,80,-1,52.56,2.63,0.59,0.64,20.63,95,3.41,8.95,0.3,0.25,0.05,0.3,3.68,3.93,0,0,0.1,40,0.6,20,67,13,17,72,11,16.01,13.44,0.99,110,-2.57,15.78,14.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,9,4.3,28,0,0.06,0.06,0.06,,0.18
Mats Deijl,Go Ahead Eagles,Eredivisie,2025/2026,1797,Right Back,Netherlands,28,14/07/97,0.05,0,0.04,0.07,0.6,0,33,1,50,0.03,0.15,0.08,0.8,0.15,0.08,0.8,0,0,0,0.15,0.13,1.4,0.02,0.5,0.4,0.1,80,1.95,0.05,0.3,0.7,0.5,0.51,1.8,1.86,9.72,4.36,0.04,3.81,31.06,3.31,9.37,1.2,1.7,83,1.15,1.66,0.65,78,0.25,59,1.65,0,7.86,7.59,2.85,1.3,0.5,36.86,2.3,29,0.85,65,0.15,0,0,40.12,81,3.51,16,54,2.7,5.56,13,67,-14,51.07,3.76,0.32,0.36,31.9,97,3.32,10.32,1.35,1.1,0.25,0.3,2.8,3.91,0.15,30,0.55,41,0.45,24,63,13,27,51,22,20.92,20.33,0.92,96,-0.59,19.3,19.53,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,12,4.02,31,0.08,0.04,0.07,-0.01,,0.18
Mike van der Hoorn,FC Utrecht,Eredivisie,2025/2026,1791,Right Centre Back,Netherlands,33,14/10/92,0.05,0.05,0.05,0.09,0.6,8,33,0,,0.08,0,0.04,0.4,0,0.04,0.4,0,0,0,0.05,0.1,1.01,-0.05,0.1,0.1,0,100,0.8,0,0.1,0.2,0.96,0.76,4.37,3.77,9.75,4.78,0.06,4.72,27.34,2.01,11.11,1.11,2.06,76,0.95,1.7,0.96,60,0.35,64,3.42,0,7.69,6.88,3.22,1.56,0.8,34.1,1.71,22,0.65,42,0.05,0,0,53.33,83,6.53,16,65,6.13,8.34,20,69,-14,35.03,4.67,0.4,0.46,39.11,99,4.29,5.28,0.25,0.25,0,0.35,2.26,2.51,0.15,0,0,0,0.4,30,68,2,46,51,3,25.02,21.93,0.94,101,-3.09,23.61,22.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,10,4.32,27,0.07,0.04,0.07,-0.03,,0.15
Jordan Bos,Feyenoord,Eredivisie,2025/2026,1773,Left Back,Australia,23,28/10/02,0.15,0.15,0.1,0.06,1.57,10,32,1,,0.16,0.36,0.17,1.57,0.36,0.17,1.57,0,0,0,0.51,0.27,3.15,0.24,2.34,1.62,0.71,70,0.96,0,1.98,1.73,1.22,1.26,1.93,2.21,18.58,8.94,0.03,7.57,39.11,5.69,11.93,2.79,4.01,77,3.47,4.72,0.71,50,0.81,60,1.88,0.15,15.08,17.03,5.38,3.71,1.42,41.74,5.48,36,2.44,66,0,0,0,45.59,83,1.47,77,51,2.34,2.49,16,79,-4,52.83,6.09,0.58,0.68,42.45,94,5.63,13.4,1.73,1.52,0.2,0.46,2.94,4.47,0.05,35,1.02,43,0.51,25,63,12,29,59,12,17.36,15.98,0.96,99,-1.38,16.58,15.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,13,6.11,32,0.12,0.17,0,-0.02,,0.27
Neville Nwankwo,Telstar,Eredivisie,2025/2026,1767,Right Centre Back,Netherlands,23,07/10/02,0,0,0.04,0.08,0.46,0,11,0,,0.04,0.05,0.04,0.31,0.05,0.04,0.31,0,0,0,0.05,0.07,0.76,-0.02,0.56,0.25,0.31,45,0.41,0,0.51,0.82,1.78,1.36,3.57,2.65,16.5,7.74,0.04,7.18,28.66,2.65,10.7,2.5,4.28,82,1.97,3.33,1.17,55,0.56,54,2.29,0.1,12.99,9.49,4.89,2.45,0.97,33.13,3.11,24,0.97,40,0.1,0,0,34.03,84,2.65,24,63,4.23,3.57,14,69,-15,38.6,2.24,0.28,0.29,24.96,97,5.98,3.41,0.2,0.15,0.05,0.2,1.43,1.58,0.05,25,0.1,100,0.15,24,69,8,19,75,6,21.67,22.61,0.96,93,0.94,20.9,20.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,13,2.55,18,0.02,0.05,0.05,-0.01,,0.11
David van der Werff,FC Groningen,Eredivisie,2025/2026,1762,Right Wing,Netherlands,21,30/08/04,0.1,0.1,0.19,0.09,2.2,5,47,3,,0.22,0.05,0.19,1.99,0.05,0.12,1.23,0,0.06,0.77,0.15,0.38,4.19,-0.22,1.48,0.77,0.71,52,0.36,0,1.12,1.99,0.46,0.46,1.07,0.88,16.75,7.81,0,4.54,47.31,4.19,6.49,1.84,2.3,68,1.77,2.23,0.92,32,0.87,49,0.87,0.05,13.99,13.6,3.57,2.91,0.82,50.15,7.25,52,1.94,67,0.1,0,0,30.69,71,1.84,15,50,1.63,3.12,20,64,-7,63.06,4.7,0.44,0.58,26.76,92,4.78,11.39,1.94,1.17,0.77,0.31,3.93,5.11,0.1,13,0.41,28,0.51,17,69,14,19,67,14,19.15,16.43,0.96,105,-2.73,18.37,17.3,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,10,6.14,34,0.09,0.09,0.01,0,,0.19
Lewis Holtby,NAC Breda,Eredivisie,2025/2026,1762,Centre Attacking Midfielder,Germany,35,17/09/90,0.05,0.05,0.09,0.08,1.12,5,27,1,,0.09,0.26,0.17,1.79,0.2,0.08,0.72,0.05,0.09,1.07,0.31,0.26,2.91,0.05,0.41,0.26,0.15,63,1.12,0,0.72,1.17,0.72,0.68,1.43,1.25,28.4,15.53,0.02,9.14,50.85,3.88,8.17,2.4,3.12,71,2.14,2.81,0.92,44,0.97,41,0.97,0.05,25.08,23.7,7.71,5.87,2.15,54.29,14.4,57,3.98,68,0.1,0,0.05,33.1,77,2.81,81,59,1.84,4.34,18,72,-5,56.17,2.96,0.28,0.36,25.28,95,3.51,8.84,1.94,0.72,1.23,0.41,2.91,3.63,0,8,0.36,32,0.56,20,67,13,17,70,13,18.49,15.26,0.95,93,-3.23,17.61,14.2,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,9,5.91,42,0.13,0.04,0.05,-0.05,,0.18
Sondre Ørjasæter,Twente,Eredivisie,2025/2026,1751,Left Wing,Norway,22,27/11/03,0.05,0.05,0.18,0.07,2.57,2,30,4,,0.14,0.26,0.22,2.47,0.26,0.22,2.36,0,0,0.1,0.31,0.4,5.04,-0.1,4.11,2.67,1.44,65,0.87,0,2.88,2.98,0.21,0.31,0,0,17.63,7.25,0.01,5.76,57.96,4.37,5.96,0.98,1.18,66,1.24,1.55,0.57,44,0.51,29,0.62,0,16.14,19.09,5.04,3.6,1.59,58.58,10.18,63,2.72,76,0.1,0,0,31.25,74,1.39,11,57,0.62,1.8,23,71,-4,71.06,4.78,0.67,0.9,36.19,87,8.41,16.5,2.26,2,0.26,1.44,7.35,9.35,0.15,11,1.03,38,1.95,11,67,22,8,61,31,16.35,15.46,0.97,97,-0.89,15.79,15.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,10,7.78,39,0.12,0.28,0.02,-0.05,,0.37
Shola Shoretire,PEC Zwolle,Eredivisie,2025/2026,1749,Left Wing,England,22,01/02/04,0.26,0.26,0.19,0.22,0.87,29,47,1,,0.21,0.05,0.09,0.72,0.05,0.09,0.72,0,0,0,0.31,0.28,1.59,0.03,1.34,0.72,0.62,54,1.95,0,1.59,2.42,1.08,0.77,0.77,0.49,24.59,11.52,0.02,7.36,44.7,1.95,5.4,1.29,2.37,74,0.97,1.74,1.7,47,0.46,30,0.51,0,21.61,16.23,5.92,3.76,1.29,46.54,9.47,44,2.47,66,0.21,0,0,25.57,79,0.87,18,53,0.93,1.49,22,76,-3,53.29,2.68,0.47,0.59,25.26,89,6.05,7.25,0.51,0.51,0,0.26,2.47,2.98,0,10,0.26,38,0.26,16,66,18,21,57,22,16.49,13.24,0.96,99,-3.25,15.86,13.11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,3.01,27,0.01,0.08,0,0.06,,0.14
Precious Ugwu,FC Volendam,Eredivisie,2025/2026,1746,Right Back,Netherlands,20,07/02/06,0,0,0.04,0.06,0.67,0,15,1,,0.02,0,0.02,0.26,0,0.02,0.26,0,0,0,0,0.07,0.93,-0.07,0.98,0.62,0.36,63,0.88,0,1.03,0.82,0.31,0.22,2.16,1.72,24.48,10.92,0.01,8.09,30.23,2.73,7.37,2.68,2.99,73,2.33,2.55,1.29,61,0.98,57,1.19,0.05,20.51,16.67,6.13,4.59,1.29,32.39,4.43,22,2.32,51,0.05,0,0,29.53,82,1.96,16,59,2.63,2.83,15,71,-11,46.66,2.32,0.22,0.28,26.75,95,5.2,5.31,0.41,0.41,0,0.05,1.03,1.44,0.05,13,0.1,18,0.05,25,61,14,15,68,17,19.06,17.06,0.96,107,-2,18.24,18.21,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,13,2.39,19,0.04,0.05,0.08,-0.02,,0.15
Lucas Rosa,Ajax,Eredivisie,2025/2026,1734,Right Back,Brazil,26,02/04/00,0,0,0.05,0.08,0.67,0,31,1,,0.01,0,0.01,0.31,0,0.01,0.31,0,0,0,0,0.07,0.99,-0.07,0.93,0.62,0.31,67,1.04,0,0.47,0.73,1.87,2.03,2.85,3.46,18.16,8.51,0.07,6.07,32.14,2.65,8.93,2.7,4.57,84,2.93,4.95,1.4,62,0.52,57,1.25,0,14.06,16.72,4.31,2.8,0.67,36.67,4.1,29,1.61,57,0.16,0,0,50.18,87,2.08,22,56,3.43,3.17,15,78,-8,45.42,3.79,0.56,0.59,42.81,98,4.49,8.67,0.26,0.21,0.05,0.1,1.71,1.92,0,40,0.16,20,0.26,24,65,12,25,60,15,17.98,17.45,0.96,100,-0.53,17.3,17.41,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,10,4.93,30,0.04,0.07,0.02,-0.04,,0.09
Rome-Jayden Owusu-Oduro,AZ Alkmaar,Eredivisie,2025/2026,1732,Goalkeeper,Netherlands,21,01/07/04,0,0,0,,0,,,0,,0,0,0.01,0.05,0,0.01,0.05,0,0,0,0,0.01,0.05,-0.01,0.1,0.1,0,100,0.05,0,0.05,0,0,0,0,0,0.1,0,0,5.66,2.06,0,3.95,0,0,,0,0,0.05,,0,,0,0.1,0.05,0.07,0,0,0,13.56,0,0,0,,0.05,0,0,23.48,66,5.92,19,38,3.84,11.84,18,54,-12,10.47,0.94,0.23,0.24,18.39,100,3.84,0.52,0.05,0.05,0,0,0.05,0.1,0,0,0,,0,53,47,0,90,10,0,44.05,50.27,0.7,75,6.22,31.06,37.68,1.4,1.2,-0.2,64,70,-5,1.02,3.95,35,11.22,1.53,0.1,0.1,18.81,3,26,4,2.07,10,0.11,0.06,-0.03,,-0.31,-0.17
Cherrion Valerius,NAC Breda,Eredivisie,2025/2026,1728,Right Back,Netherlands,20,21/09/05,0,0,0.05,0.06,0.78,0,13,1,,0.03,0,0.03,0.57,0,0.03,0.57,0,0,0,0,0.08,1.35,-0.08,1.09,0.47,0.62,43,1.41,0,1.09,1.35,1.04,0.87,2.5,2.1,16.71,9.27,0.03,5.78,32.52,3.96,9.53,2.08,3.12,69,1.95,2.82,1.04,47,0.94,40,0.89,0,13.59,12.34,4.17,2.86,0.99,35.93,3.85,28,1.51,53,0.26,0,0,31.92,78,2.34,19,52,3.23,3.8,17,70,-8,50.55,3.59,0.27,0.32,28.59,93,4.81,7.97,1.09,0.94,0.16,0.21,0.94,1.87,0,24,0.31,27,0.1,25,63,13,22,63,15,20.36,19.45,0.96,99,-0.92,19.53,19.18,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,10,4.35,27,0.08,0.09,0.07,-0.03,,0.21
Ricky van Wolfswinkel,Twente,Eredivisie,2025/2026,1727,Centre Forward,Netherlands,37,26/01/89,0.42,0.1,0.2,0.12,1.72,6,36,4,100,0.15,0,0.09,1.09,0,0.09,1.09,0,0,0,0.1,0.29,2.81,-0.19,0.57,0.31,0.26,55,1.77,0.1,0.68,1.51,0.36,0.4,0.99,1.02,29.85,14.64,0.01,8.18,66.6,2.5,3.91,1.09,1.46,68,1.12,1.52,2.08,29,0.52,40,2.4,0,26.73,30.59,7.55,3.86,1.35,70.07,22.3,83,3.33,86,0.21,0,0,17.4,69,0.21,17,57,1.09,0.26,36,60,-9,60.53,1.25,0.41,0.58,13.65,89,4.72,5.52,0.42,0.42,0,0.63,6.04,6.46,0.05,0,0.05,20,1.09,16,68,17,8,75,17,13.58,10.84,1.06,101,-2.75,14.38,10.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,9,3.54,18,-0.07,0.1,0.04,-0.03,,0.04
Yarek Gasiorowski,PSV Eindhoven,Eredivisie,2025/2026,1725,Left Centre Back,Spain,21,11/01/05,0.16,0.16,0.07,0.13,0.52,30,60,0,,0.14,0.05,0,0.05,0.05,0,0.05,0,0,0,0.21,0.07,0.57,0.14,0.37,0.16,0.21,43,0.52,0,0.16,0.26,1.51,2.18,3.91,5.5,10.59,5.06,0.08,5.32,30.17,1.98,8.19,0.94,2.45,78,1.31,3.49,0.78,67,0.26,66,2.3,0.16,8.87,12.44,3.65,1.57,0.73,35.85,2.45,28,0.83,53,0,0,0,57.76,92,3.76,70,73,5.22,3.86,14,83,-9,38.52,4.07,0.66,0.68,46.75,99,4.71,4.75,0.16,0.16,0,0.05,1.3,1.46,0.05,0,0,,0.1,21,76,3,34,65,1,20.57,21.77,0.97,96,1.2,19.94,20.88,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,4.18,23,0.01,0.04,0.09,0.01,,0.15
Edouard Michut,Fortuna Sittard,Eredivisie,2025/2026,1714,Right Defensive Midfielder,France,23,03/03/03,0,0,0.05,0.05,0.89,0,12,1,,0.01,0,0.05,0.84,0,0.05,0.84,0,0,0,0,0.1,1.73,-0.1,1.52,1,0.53,66,2.57,0,1.73,1.58,1.79,1.28,1.58,1.04,25.99,13.13,0.03,8.56,39.97,4.83,8.4,2.31,4.1,71,1.63,2.92,2.1,36,0.95,43,0.79,0,21.69,16.13,6.3,4.94,1.42,42.42,7.88,36,3.2,65,0.21,0,0,37.13,88,1.52,10,62,2,2.05,21,86,-2,54.47,4.36,0.42,0.47,35.97,93,5.4,11.13,0.21,0.21,0,0.26,1.68,1.89,0,0,0.21,31,0.47,11,76,14,11,80,9,17.79,16.8,0.96,101,-0.99,17.11,16.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,6,5.04,34,0,0.09,0.04,-0.04,,0.09
