Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Claudio Salto,Almagro,Primera Nacional,2026,434,Right Midfielder,Argentina,31,03/01/95,0,0,0.05,0.03,1.66,0,25,3,,0,0.21,0.27,1.24,0.21,0.27,1.24,0,0,0,0.21,0.32,2.9,-0.12,2.69,1.04,1.66,38,3.32,0,3.32,4.35,0,0,0,0,21.55,7.88,0.01,5.6,49.75,8.7,5.18,0.62,0.62,75,0.39,0.39,1.87,50,0.21,38,1.66,0,19.07,16.08,4.56,4.14,0.83,50.91,9.74,51,2.69,65,0.21,0,0,26.94,49,3.73,16,41,0.83,8.29,19,55,6,58.93,7.25,0.23,0.38,33.57,78,7.24,7.46,2.28,1.87,0.41,0,0.62,2.49,0.41,45,1.04,21,0,21,71,8,22,72,6,25.45,16.42,0.95,86,-9.03,24.11,14.19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,44,8,3.77,48,0.02,0.04,-0.02,-0.06,,-0.02
Claudio Salto,CA Mitre,Primera Nacional,2026,432,Right Midfielder,Argentina,31,03/01/95,0,0,0.1,0.04,2.29,0,27,4,,0.05,0.21,0.16,1.25,0.21,0.08,0.42,0,0.08,0.83,0.21,0.25,3.54,-0.04,1.25,0.83,0.42,67,1.67,0,4.37,2.5,0,0,0.62,0.64,13.95,5.62,0.03,3.75,54.63,8.95,5.2,0.21,0.21,50,0.18,0.18,1.25,0,0.21,33,0.42,0,12.49,12.24,2.91,4.58,0.83,55.51,8.33,67,3.96,86,0,0,0,23.52,59,2.91,14,45,1.46,5.62,17,57,-3,65.59,4.37,0.12,0.34,28.31,80,7.06,7.7,2.71,1.04,1.67,0.21,1.46,2.5,0,31,0.83,31,0.42,17,73,10,11,70,19,22.52,21.63,0.86,109,-0.89,19.26,23.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,42,12,4.08,30,0.1,0.12,-0.02,-0.06,,0.15
Claudio Valverde,Godoy Cruz,Primera Nacional,2026,374,Left Back,Argentina,24,25/03/02,0,0,0.12,0.07,1.68,0,29,3,,0.03,0,0.05,0.96,0,0.04,0.72,0,0.01,0.24,0,0.17,2.65,-0.17,1.2,0.24,0.96,20,1.93,0,1.93,2.65,0.48,0.57,1.93,2.66,12.27,6.26,0,4.09,51.13,7.46,3.37,1.44,1.93,46,2.14,2.71,0.96,33,1.68,50,1.2,0,9.87,13.09,2.65,3.37,0.72,54.78,6.02,61,3.13,93,0.24,0,0,21.9,69,2.65,13,55,2.17,4.57,15,56,-13,54.91,3.13,0.31,0.4,18.77,81,8.27,6.74,1.2,0.96,0.24,0,2.17,3.13,0,60,0.72,43,0,23,63,14,18,71,11,22.76,18.64,0.97,130,-4.12,22.15,24.26,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,6,3.54,28,0,0.02,0.02,-0.11,,-0.07
Cristian Guanca,CA Chacarita Juniors,Primera Nacional,2026,679,Centre Attacking Midfielder,Argentina,33,25/03/93,0.27,0.13,0.13,0.05,2.52,5,21,3,100,0.13,0,0.08,1.33,0,0.03,0.66,0,0.05,0.66,0.13,0.21,3.84,-0.08,0.53,0.27,0.27,50,0.27,0,1.46,1.46,0.4,0.35,0.4,0.51,14.05,6.5,0,4.64,48.72,8.75,4.64,1.59,1.99,75,1.68,2.03,1.06,43,0.53,64,0.93,0,11.4,11.64,3.58,3.45,1.46,51.51,5.83,51,2.39,69,0.13,0,0,38.05,72,3.05,81,42,0.93,6.76,15,74,1,54.68,5.04,0.31,0.38,31.16,93,4.21,10.21,1.59,0.4,1.19,0,1.72,2.12,0,33,0.53,21,0.13,19,70,11,31,58,10,21.81,16.61,0.89,98,-5.2,19.41,16.35,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,10,6.48,45,0.07,0.03,0,-0.06,,0.04
Cristian Menéndez,CA Gimnasia y Esgrima Jujuy,Primera Nacional,2026,1566,Centre Forward,Argentina,38,01/04/88,0.4,0.4,0.35,0.18,2.01,20,31,4,,0.35,0.06,0.07,0.52,0.06,0.07,0.52,0,0,0,0.46,0.43,2.53,0.03,0.57,0.23,0.34,40,0.92,0,0.63,3.16,0.11,0.17,0.92,1.09,13.51,5.52,0.01,3.39,59.09,2.53,1.78,0.69,0.8,63,0.81,0.98,0.86,13,0.4,40,2.76,0,12.07,14.21,2.87,2.18,0.52,63.62,8.91,74,1.72,79,0.06,0,0,10.69,62,0.63,17,85,1.15,0.52,28,54,-9,62.71,0.63,0.28,0.52,8.68,74,3.79,3.1,0.23,0.23,0,0.29,6.15,6.38,0,0,0.06,33,0.63,14,64,22,15,61,24,15.83,15.86,1.04,108,0.04,16.47,17.18,0,0,0,0,0,,0,0,,0,0,0,0,0,0,39,11,1.63,10,-0.02,-0.03,0.01,0.03,,-0.01
Cristian Vega,Ciudad Bolivar,Primera Nacional,2026,497,Left Defensive Midfielder,Argentina,33,16/09/93,0,0,0.02,0.02,0.72,0,25,1,,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0.72,-0.02,1.09,0.91,0.18,83,0.54,0,1.45,1.09,0.54,0.43,2.53,1.3,18.83,11.59,0.05,5.98,32.47,14.67,4.35,1.99,2.53,73,1.15,1.58,1.81,43,0.72,83,2.72,0,15.03,9.78,4.35,2.9,0.72,35.31,1.81,12,0.54,19,0.36,0,0,38.93,68,5.07,6,52,4.89,7.42,24,55,-13,41.61,4.71,0.24,0.24,28.43,92,5.38,5.61,0.18,0.18,0,0,0.36,0.54,0,0,0,,0,43,52,5,58,39,3,25.17,24.46,0.92,88,-0.71,23.07,21.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,10,3.31,33,0.04,0.03,0.01,-0.02,,0.07
Damián Rubén Adín,San Miguel,Primera Nacional,2026,1486,Right Back,Argentina,29,08/03/97,0,0,0.03,0.05,0.67,0,9,1,,0.03,0.06,0.04,0.67,0.06,0.03,0.61,0,0,0.06,0.06,0.07,1.33,-0.01,1.03,0.67,0.36,65,0.54,0,0.91,1.27,0.79,0.86,3.63,3.46,17.2,9.38,0.06,6.54,30.97,15.08,5.51,3.03,3.81,70,3.07,3.93,1.27,62,1.27,55,1.63,0.12,12.9,12.75,4.18,2.54,0.97,34.48,3.03,23,1.63,64,0.18,0,0.06,36.75,72,3.69,14,54,4.78,5.75,13,62,-10,50.43,6.18,0.21,0.24,27.19,93,5.39,8.36,0.97,0.79,0.18,0.12,0.73,1.51,0,44,0.61,37,0.12,38,55,7,39,54,7,21.48,22.09,0.93,86,0.61,19.99,19.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,14,4.01,32,0.14,0.08,0.06,-0.01,,0.27
Daniel Abello,CA Mitre,Primera Nacional,2026,1493,Left Centre Back,Argentina,32,07/08/94,0,0,0.03,0.1,0.3,0,40,0,,0.09,0,0,0.06,0,0,0.06,0,0,0,0,0.03,0.36,-0.03,0.06,0.06,0,100,0.06,0,0.06,0,0.36,0.32,6.33,5.52,5.06,2.77,0.03,3.86,19.38,11.82,1.39,0.9,1.27,83,0.64,0.96,0.6,0,0.18,58,1.81,0.18,3.56,3.13,1.75,0.6,0.3,27.61,0.3,8,0.06,10,0.36,0,0.06,36.59,74,4.22,88,42,7.6,8.86,9,46,-28,33.34,2.11,0.18,0.2,26.41,100,4.34,2.05,0.12,0.12,0,0,0.72,0.84,0,0,0,0,0.06,35,64,1,41,59,0,27.44,27.75,0.87,74,0.31,24,20.63,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,4,2.45,19,0.06,0.04,0.02,0.05,,0.17
Daniel Alejandro Franco,CA Los Andes,Primera Nacional,2026,2427,Left Centre Back,Argentina,35,14/07/91,0,0,0.02,0.04,0.45,0,25,0,,0.01,0,0,0.3,0,0,0.26,0,0,0.04,0,0.02,0.74,-0.02,0.59,0.37,0.22,63,0.78,0,0.15,0.45,1.04,1.14,6.45,6.65,6.27,2.97,0.08,4.56,20.95,11.76,1.78,0.82,1.85,85,0.92,2.06,0.63,50,0.15,65,2.15,0,4.82,5.22,2.34,0.93,0.48,26.89,0.41,8,0.19,20,0.15,0,0.04,37.86,71,8.9,87,54,8.49,14.57,11,59,-12,32.24,4.52,0.24,0.25,28.78,99,4.86,3.89,0.22,0.19,0.04,0,0.85,1.04,0.11,0,0,,0.07,42,56,2,54,43,3,32.55,31.74,0.88,86,-0.81,28.5,27.42,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,6,3.43,25,0.1,0.05,0.15,-0.01,,0.29
Daniel Hernán Rivero,Patronato,Primera Nacional,2026,792,Left Centre Forward,Argentina,34,11/09/92,0.23,0.23,0.26,0.15,1.71,13,47,5,,0.33,0.11,0.12,0.91,0.11,0.12,0.91,0,0,0,0.34,0.38,2.61,-0.04,0,0,0,,0.45,0,0.34,1.02,0.23,0.16,0.45,0.27,14.32,3.86,0.03,2.96,62.06,3.41,2.39,0.45,0.68,57,0.34,0.5,1.25,0,0.34,48,5.34,0,12.62,9.75,2.39,2.61,0.8,64.67,10,79,2.05,78,0.11,0,0,16.6,55,0.45,42,57,0.45,0.8,39,51,-5,62.57,1.36,0.32,0.49,6.48,84,3.97,4.89,0.57,0.57,0,0.34,6.02,6.59,0,0,0.23,100,0.45,22,64,14,26,63,12,16.66,15.07,0.97,100,-1.6,16.16,15.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,47,12,1.92,16,0.01,-0.03,0.03,0.05,,0.05
Daniel Juárez,San Miguel,Primera Nacional,2026,1127,Left Midfielder,Argentina,25,29/07/01,0.16,0.16,0.14,0.08,1.84,9,22,3,,0.13,0.08,0.11,1.2,0,0.09,0.8,0.08,0.02,0.4,0.24,0.25,3.04,-0.01,1.28,0.64,0.64,50,1.36,0,1.52,2.16,0.72,0.82,0.56,0.6,19.17,8.07,0.01,6.15,51.02,8.63,3.99,1.52,2.24,66,1.55,2.38,1.28,17,0.8,41,1.44,0,16.38,15.77,5.03,4.39,1.52,52.51,8.71,53,2.96,67,0.08,0,0,24.45,60,2.56,8,47,1.2,4.79,24,55,-5,59.63,2.4,0.17,0.3,20.53,85,5.07,6.31,2,1.12,0.88,0.24,2.72,3.83,0.08,32,0.72,38,0.32,22,66,11,18,62,20,21.28,15.41,0.9,99,-5.87,19.25,15.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,8,3.41,23,0.05,0.06,0.02,-0.05,,0.08
Daniel Sappa,San Miguel,Primera Nacional,2026,873,Goalkeeper,Argentina,31,08/02/95,0,0,0,,0,,,0,,0,0,0,0.21,0,0,0.1,0,0,0.1,0,0,0.21,0,0,0,0,,0.62,0,0,0,0.1,0.1,0,0,0,0,0,5.98,3.46,5.15,0,0,0.1,,0,0.1,0,100,0,,0,0,0,0,0,0,0,,0,,0,,0.1,0,0,19.78,56,10.41,8,41,2.78,22.46,9,28,-29,12.87,5.26,0.1,0.1,19.06,100,7,2.37,0.1,0.1,0,0,0.1,0.21,0,0,0,,0.1,67,33,0,100,0,0,57.61,62.29,0.78,82,4.68,45.17,51.18,0.93,0.97,0.04,69,68,1,0.83,2.99,32,9.27,1.88,0.21,0.21,20.86,-3,34,4,1.79,13,0.23,0.06,0,,0.01,0.3
Dante Nicolás Campisi,Estudiantes Caseros ,Primera Nacional,2026,1259,Goalkeeper,Argentina,30,28/10/96,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.07,0,0,0,0,0,0,0,0.07,0.07,0,5.58,2.33,4.22,0,0,0,,0,0,0,,0,100,0.14,0,0.07,0.09,0.07,0,0,1.59,0,0,0,,0.07,0,0,13.8,68,5.43,13,42,1.14,11.8,8,61,-7,11.42,1.57,0.07,0.07,12.3,100,6.88,0.43,0.07,0,0.07,0,0,0,0,0,0,,0,54,46,0,83,17,0,45.23,45.9,0.75,69,0.67,33.8,31.81,0.5,0.5,0,70,70,0,0.72,1.64,20,8.15,1.56,0.07,0.07,16.8,-2,25,5,0.92,8,0.09,0.06,,,-0.02,0.12
Darío Ignacio Sand,San Martín Tucumán,Primera Nacional,2026,1768,Goalkeeper,Argentina,38,03/02/88,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.15,0,0.05,0,0,0,0,0,0,0,0,4.33,2.94,4.68,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,19.44,76,6.16,22,48,2.54,10.23,17,68,-8,11.38,0.97,0.07,0.07,17.2,100,4.81,0.46,0,0,0,0,0,0,0,,0,,0,43,56,0,100,0,0,37.88,42.08,0.77,80,4.2,29.23,33.68,0.87,0.9,0.04,65,63,2,0.59,2.44,38,6.36,2.18,0.05,0.05,19.55,1,22,3,1.59,13,0.07,0.06,,,0.01,0.14
Darío Rostagno,Estudiantes Caseros ,Primera Nacional,2026,988,Centre Forward,Argentina,25,21/07/01,0.18,0.18,0.41,0.14,2.82,6,42,7,,0.29,0.27,0.15,1.28,0.27,0.15,1.28,0,0,0,0.46,0.56,4.1,-0.1,3.01,1.46,1.55,48,2.46,0,2.19,6.47,0.36,0.31,0.27,0.36,19.13,5.83,0.01,4.74,67,4.65,3.74,0.46,0.82,63,0.57,0.88,2,25,0.27,35,2.55,0,16.76,17.84,4.19,4.01,0.82,68.01,14.85,89,4.01,100,0.27,0,0.09,15.3,64,0.36,21,36,0.55,0.73,24,47,-17,64.7,2,0.5,0.75,18.86,67,5.13,5.65,0.55,0.55,0,0.55,7.11,7.65,0.18,17,0.18,29,0.73,14,70,16,6,84,10,15.59,14.61,0.92,99,-0.98,14.33,14.39,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,10,2.51,21,0,0.03,0.02,-0.03,,0.02
Darío Sarmiento,Colón,Primera Nacional,2026,833,Centre Attacking Midfielder,Argentina,23,28/03/03,0.11,0.11,0.07,0.05,1.3,8,33,2,,0.06,0.11,0.21,2.27,0.11,0.14,1.51,0,0.07,0.76,0.22,0.27,3.56,-0.06,1.3,0.97,0.32,75,1.84,0,3.56,2.92,0.76,0.73,0.22,0.26,14.47,5.51,0,4.75,56.13,7.77,4.64,1.73,2.48,89,2.24,2.97,0.76,0,0.22,37,0.76,0,11.99,14.07,3.89,3.56,1.3,57.92,7.45,62,3.02,85,0.11,0,0,27.21,70,4.75,85,63,0.54,7.23,17,71,0,61.02,4.21,0.16,0.36,30.78,82,6.91,8.42,1.94,0.86,1.08,0.65,3.24,4.1,0,28,1.19,38,0.76,16,71,13,28,68,4,24.05,16.05,0.98,93,-8,23.52,14.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,6,6.9,47,0.1,0.09,0.02,-0.03,,0.18
David Bulacio,Ferrocarril Midland,Primera Nacional,2026,715,Right Centre Forward,Argentina,24,11/01/02,0.63,0.63,0.64,0.18,3.65,17,41,9,,0.57,0.13,0.08,0.63,0.13,0.08,0.63,0,0,0,0.75,0.73,4.28,0.03,0.75,0.38,0.38,50,0.88,0,2.01,3.77,0.25,0.16,0.25,0.15,16.23,5.41,0.01,3.4,66.41,5.16,4.03,0.5,0.75,100,0.44,0.6,1.38,,0,24,1.51,0,14.34,12.46,3.27,4.4,0.88,68.04,11.57,81,3.65,83,0.13,0,0,15.47,64,0.13,18,25,0.25,0.5,22,57,-7,64.13,1.51,0.66,0.89,18.11,76,5.54,4.91,0.63,0.63,0,0.38,7.42,8.05,0.13,0,0,0,0.75,17,56,27,18,56,26,13.9,11.13,0.97,97,-2.77,13.52,10.79,0,0,0,0,0,,0,0,,0,0,0,0,0,0,38,10,2.65,19,-0.05,0.02,-0.01,0.16,,0.12
David Bulacio,Club Deportivo Morón,Primera Nacional,2026,527,Centre Forward,Argentina,24,11/01/02,0.34,0.34,0.57,0.17,3.42,10,30,7,,0.47,0,0.01,0.34,0,0.01,0.34,0,0,0,0.34,0.58,3.76,-0.24,0.34,0.34,0,100,1.71,0.17,2.05,3.93,0,0,0.34,0.25,19.31,6.15,0,5.13,67.91,4.44,3.25,0.68,0.68,100,0.69,0.69,3.08,100,0,33,1.71,0,15.72,16.94,4.27,2.73,0.68,68.25,13.67,87,2.56,94,0.17,0,0,16.06,71,0.51,18,50,0.51,0.85,32,65,-7,70.09,1.37,0.58,1,17.6,73,5.35,8.54,0.68,0.68,0,0.68,8.2,8.88,0.17,0,0.17,17,1.54,19,61,19,14,64,22,17.36,15.37,0.93,87,-1.99,16.2,13.34,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,9,3.31,21,0,0.11,-0.02,-0.01,,0.09
David De Stéfano,Acassuso,Primera Nacional,2026,1293,Left Defensive Midfielder,Argentina,26,10/05/00,0,0,0.04,0.05,0.77,0,18,1,,0.01,0,0.07,0.42,0,0.07,0.35,0,0,0.07,0,0.11,1.18,-0.11,1.11,0.84,0.28,75,1.25,0,1.74,1.18,1.32,1.27,1.67,1.38,25.69,11.97,0.01,8.84,41.39,13.57,6.54,3.34,4.66,72,3.2,4.46,2.37,47,1.32,52,0.9,0,19.98,17.37,6.96,5.29,2.02,43.28,6.27,31,2.65,50,0.14,0,0.07,33.69,72,2.78,6,54,2.37,4.46,18,64,-8,51.86,5.08,0.15,0.19,27.84,91,5.55,8.28,0.63,0.49,0.14,0.14,0.97,1.46,0,0,0,0,0.14,29,65,6,33,64,3,21.07,18.08,0.96,103,-2.99,20.29,18.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,9,2.43,22,0,0.09,0.02,-0.02,,0.08
David Escalante,Acassuso,Primera Nacional,2026,385,Centre Defensive Midfielder,Argentina,35,10/05/91,0.23,0.23,0.12,0.17,0.7,33,33,1,,0.11,0,0.01,0.23,0,0.01,0.23,0,0,0,0.23,0.13,0.94,0.1,1.17,0.7,0.47,60,0.47,0,1.17,2.1,0.23,0.19,0.7,0.79,12.39,5.61,0.02,5.38,48.32,4.91,1.64,1.4,1.64,55,1.24,1.42,1.17,33,1.17,35,2.1,0,9.82,9.11,3.97,3.97,1.64,51.54,5.38,55,2.81,71,0,0,0,20.81,74,1.4,17,60,0.7,2.34,30,80,6,53.91,1.64,0.19,0.29,16.37,83,4.47,4.91,0.7,0.7,0,0.23,2.34,3.04,0,33,0.23,50,0.23,21,62,17,14,62,24,19.14,14.62,1.01,102,-4.52,19.37,14.9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,5,1.31,18,-0.02,-0.02,0.05,0.01,,0.02
David Ezequiel Véliz,CA Güemes,Primera Nacional,2026,1485,Left Midfielder,Argentina,26,29/06/00,0,0,0.07,0.05,1.58,0,15,2,,0.04,0.24,0.1,0.97,0.24,0.1,0.97,0,0,0,0.24,0.17,2.55,0.07,3.15,2.3,0.85,73,1.15,0,3.09,2.61,0.3,0.27,0.67,0.67,12.19,5.58,0,4.18,50.99,8.43,4.06,1.09,1.39,64,1.15,1.42,0.79,17,0.61,54,1.15,0.06,10.31,9.72,3.46,2.85,1.09,52.35,5.76,56,2,70,0,0,0,32.25,76,1.27,86,50,1.03,2.18,24,71,-5,55.26,4.36,0.24,0.36,34.68,85,6.99,8.97,0.85,0.85,0,0.24,1.88,2.73,0.18,21,0.24,22,0.36,17,66,17,20,64,17,18.3,16.47,0.95,103,-1.83,17.35,16.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,11,3.68,34,0.01,0.08,0.05,-0.05,,0.09
David Valdez,Chaco For Ever,Primera Nacional,2026,2024,Right Centre Back,Argentina,33,05/04/93,0,0,0.02,0.05,0.4,0,22,0,,0,0,0,0.09,0,0,0.09,0,0,0,0,0.02,0.49,-0.02,0.22,0.18,0.04,80,0.27,0,0.27,0.27,0.98,0.95,6.36,5.76,11.52,5.38,0.09,6.49,25.06,12.27,1.73,1.6,2.58,71,1.53,2.48,1.33,50,0.67,47,1.78,0.04,8.58,8.15,3.51,2,0.62,30.17,1.16,13,0.71,36,0.31,0.04,0,28.06,77,3.11,5,49,7.2,5.56,16,72,-5,36.78,2.18,0.12,0.14,21.39,98,6.54,2.22,0.09,0.09,0,0,0.76,0.84,0,50,0.04,25,0.04,36,60,4,50,46,4,25.95,24.49,0.9,88,-1.46,23.48,21.57,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,9,1.77,14,0.06,0.08,0.1,-0.02,,0.21
Delfor Minervino,CA Gimnasia y Esgrima Jujuy,Primera Nacional,2026,1627,Right Back,Argentina,30,09/04/96,0.22,0.22,0.1,0.1,1.05,21,32,1,,0.13,0.11,0.07,0.66,0.11,0.07,0.61,0,0,0.06,0.33,0.17,1.71,0.16,0.89,0.39,0.5,44,1.22,0.06,1.22,1,0.89,1.01,3.37,3.25,14.6,7.74,0.01,6.86,29.7,9.46,3.21,2.27,3.15,55,2.57,3.58,0.89,40,1.88,50,0.89,0,11.45,12.68,4.43,2.38,0.94,31.89,2.38,21,0.89,37,0.22,0,0,31.58,67,3.71,22,48,4.15,7.02,12,55,-12,48.5,3.6,0.34,0.44,26.61,93,4.12,5.81,0.83,0.39,0.44,0.28,2.82,3.21,0,20,0.33,30,0.28,30,57,13,26,63,11,23.34,20.7,0.91,92,-2.63,21.29,18.95,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,8,4.35,28,0.12,0.04,0.1,0.02,,0.28
Diego Alejandro García,Defensores de Belgrano,Primera Nacional,2026,341,Right Midfielder,Argentina,40,20/06/86,0,0,0.1,0.05,2.11,0,38,2,,0.15,0.26,0.22,2.91,0.26,0.1,1.32,0,0.12,1.59,0.26,0.32,5.02,-0.06,1.32,1.06,0.26,80,2.64,0,2.64,2.11,0,0,0.79,0.74,8.72,3.96,0,2.64,43.96,10.57,6.34,0.79,0.79,75,0.99,0.99,0.26,50,0.26,43,0.79,0,7.66,7.1,2.38,2.91,1.32,47.07,2.91,38,1.85,64,0.79,0,0,41.75,67,6.87,10,51,1.06,13.21,15,75,8,57.76,9.25,0.5,0.59,41.22,91,5.7,14,5.02,2.11,2.91,0,1.85,3.96,0,11,0.53,33,0,35,61,4,53,45,2,24.98,15.93,0.96,117,-9.04,24.1,18.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,9,8.46,56,0.11,0.13,0.01,-0.04,,0.21
Diego Arroyo,Nueva Chicago,Primera Nacional,2026,329,Left Back,Argentina,23,06/02/03,0,0,0.01,0.02,0.82,0,0,2,,0,0.27,0.03,0.55,0.27,0.03,0.55,0,0,0,0.27,0.04,1.37,0.23,1.37,1.09,0.27,80,1.09,0,0.82,1.37,0.55,0.35,2.46,2.59,15.32,7.39,0.04,7.11,34.67,12.04,2.46,1.37,1.92,56,1.97,2.32,1.64,0,1.09,50,1.64,0,12.31,16.4,4.38,2.74,0.82,35.9,3.01,24,1.64,60,0.27,0,0,27.63,65,2.19,89,44,2.74,4.65,15,67,1,50.35,4.65,0.07,0.08,21.07,91,5.37,5.47,1.09,0.27,0.82,0,0.55,0.82,0,25,0.27,14,0,37,55,7,40,60,0,20.95,13.54,0.9,114,-7.41,18.89,15.42,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,11,4.05,27,0.09,0.05,-0.06,-0.02,,0.06
Diego Barros,Nueva Chicago,Primera Nacional,2026,723,Left Back,Argentina,21,27/11/05,0,0,0.08,0.07,1.12,0,33,3,,0.05,0,0.06,0.62,0,0.05,0.5,0,0.01,0.12,0,0.13,1.74,-0.13,2.86,1,1.87,35,1,0,2.24,4.11,0.25,0.13,1.24,1.57,22.77,12.19,0.02,7.34,43.71,6.72,3.23,1.99,2.24,64,2.11,2.24,1.49,56,1.12,32,0.75,0,19.28,18.68,5.72,4.48,1.74,46.33,8.21,43,3.11,69,0.25,0,0,15.18,71,1.37,83,52,1.74,2.12,18,70,0,57.68,1.99,0.27,0.44,19.91,73,7.69,4.6,1,0.87,0.12,0,1.49,2.36,0,75,1,50,0.25,21,66,13,22,70,8,19.3,18.57,1.02,114,-0.73,19.74,21.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,8,2.19,19,0.07,0.02,0.09,-0.02,,0.16
Diego Becker,CSD Tristan Suarez,Primera Nacional,2026,968,Right Wing,Argentina,29,23/11/97,0.46,0.37,0.21,0.09,2.23,17,54,3,100,0.23,0.28,0.16,1.95,0.19,0.1,1.3,0.09,0.05,0.65,0.65,0.36,4.18,0.29,1.12,0.65,0.46,58,1.12,0,2.32,3.53,0.19,0.14,0.19,0.13,17.56,8.09,0,3.16,59.04,6.6,3.81,0.84,1.02,53,0.66,0.8,0.74,0,0.74,56,0.93,0,15.98,10.76,2.88,3.25,0.65,59.45,10.04,63,2.6,80,0,0,0,24.81,59,0.93,83,19,0.46,4.65,21,68,9,63.97,2.6,0.25,0.43,24.35,81,5.76,7.53,1.67,0.93,0.74,0.37,4.09,5.02,0,33,0.74,24,0.28,17,66,17,19,64,17,20.21,15.13,0.81,97,-5.08,16.29,14.64,0,0,0,0,0,,0,0,,0,0,0,0,0,0,38,11,4.63,34,-0.02,0.04,-0.02,-0.08,,-0.07
Diego Díaz,Patronato,Primera Nacional,2026,654,Left Centre Forward,Argentina,24,09/01/02,0.28,0.28,0.27,0.11,2.48,11,44,8,,0.27,0.14,0.03,0.55,0.14,0.03,0.55,0,0,0,0.41,0.3,3.03,0.11,1.51,0.83,0.69,55,0.14,0,2.07,3.44,0.14,0.12,1.24,0.87,11.15,4.13,0,3.72,55.7,4.54,2.34,0.69,0.83,100,0.59,0.7,0.55,100,0,50,2.48,0,9.91,6.67,3.17,2.2,1.1,61.77,7.3,74,1.93,88,0,0,0,10.33,65,0.28,5,100,1.38,0.14,44,54,-11,62.25,1.93,0.16,0.38,12.67,71,6.76,4.13,0.69,0.69,0,0.28,4.68,5.37,0,0,0,0,0.55,13,63,25,10,70,20,15.91,15.21,1.03,95,-0.71,16.36,14.43,0,0,0,0,0,,0,0,,0,0,0,0,0,0,41,14,1.83,13,0,-0.01,0.03,0.02,,0.03
